,locus_tag,cog,essential,y-ome
3605,b0229,,,excluded
3606,b0230,,,excluded
3607,b0233,,,well-annotated
3608,b0235,,,excluded
3609,b0236,,,excluded
3610,b0240,,,well-annotated
3611,b0244,,,well-annotated
3612,b0245,,,y-ome
3613,b0246,,,well-annotated
3614,b0248,,,y-ome
3615,b0249,,,y-ome
3616,b0250,,,y-ome
3617,b0251,,,y-ome
3618,b0252,,,y-ome
3619,b0255,,,well-annotated
3620,b0257,,,well-annotated
3621,b0258,,,excluded
3622,b0263,,,excluded
3623,b0266,,,excluded
3624,b0276,,,excluded
3625,b0277,,,y-ome
3626,b0279,,,y-ome
3627,b0280,,,y-ome
3628,b0282,,,y-ome
3629,b0290,,,excluded
3630,b0293,,,excluded
3631,b0295,,,y-ome
3632,b0297,,,excluded
3633,b0300,,,excluded
3634,b0303,,,y-ome
3635,b0309,,,excluded
3636,b0310,,,y-ome
3637,b0317,,,y-ome
3638,b0319,,,y-ome
3639,b0321,,,y-ome
3640,b0322,,,y-ome
3641,b0326,,,y-ome
3642,b0327,,,y-ome
3643,b0329,,,y-ome
3644,b0358,,,y-ome
3645,b0359,,,excluded
3646,b0362,,,excluded
3647,b0370,,,excluded
3648,b0371,,,y-ome
3649,b0374,,,y-ome
3650,b0378,,,well-annotated
3651,b0379,,,y-ome
3652,b0380,,,y-ome
3653,b0382,,,well-annotated
3654,b0384,,,y-ome
3655,b0389,,,y-ome
3656,b0390,,,y-ome
3657,b0392,,,excluded
3658,b0412,,,y-ome
3659,b0455,,,well-annotated
3660,b0458,,,y-ome
3661,b0460,,,well-annotated
3662,b0461,,,y-ome
3663,b0466,,,y-ome
3664,b0498,,,y-ome
3665,b0499,,,excluded
3666,b0500,,,y-ome
3667,b0501,,,excluded
3668,b0502,,,excluded
3669,b0510,,,y-ome
3670,b0520,,,y-ome
3671,b0536,,,well-annotated
3672,b0538,,,excluded
3673,b0539,,,excluded
3674,b0542,,,excluded
3675,b0547,,,well-annotated
3676,b0548,,,y-ome
3677,b0549,,,y-ome
3678,b0551,,,y-ome
3679,b0553,,,excluded
3680,b0554,,,y-ome
3681,b0556,,,y-ome
3682,b0557,,,y-ome
3683,b0559,,,y-ome
3684,b0561,,,excluded
3685,b0562,,,excluded
3686,b0563,,,excluded
3687,b0567,,,y-ome
3688,b0580,,,y-ome
3689,b0609,,,excluded
3690,b0622,,,well-annotated
3691,b0625,,,excluded
3692,b0626,,,excluded
3693,b0643,,,y-ome
3694,b0645,,,y-ome
3695,b0648,,,y-ome
3696,b0649,,,y-ome
3697,b0664,,,well-annotated
3698,b0665,,,well-annotated
3699,b0666,,,well-annotated
3700,b0668,,,well-annotated
3701,b0670,,,well-annotated
3702,b0672,,,well-annotated
3703,b0673,,,well-annotated
3704,b0681,,,well-annotated
3705,b0682,,,y-ome
3706,b0685,,,y-ome
3707,b0689,,,y-ome
3708,b0690,,,excluded
3709,b0691,,,excluded
3710,b0699,,,y-ome
3711,b0701,,,excluded
3712,b0702,,,y-ome
3713,b0703,,,excluded
3714,b0704,,,y-ome
3715,b0705,,,excluded
3716,b0725,,,excluded
3717,b0743,,,well-annotated
3718,b0744,,,well-annotated
3719,b0745,,,well-annotated
3720,b0746,,,well-annotated
3721,b0747,,,well-annotated
3722,b0748,,,well-annotated
3723,b0749,,,well-annotated
3724,b0753,,,y-ome
3725,b0762,,,well-annotated
3726,b0791,,,y-ome
3727,b0802,,,y-ome
3728,b0806,,,y-ome
3729,b0816,,,excluded
3730,b0821,,,y-ome
3731,b0836,,,y-ome
3732,b0843,,,y-ome
3733,b0848,,,y-ome
3734,b0850,,,y-ome
3735,b0853,,,y-ome
3736,b0858,,,y-ome
3737,b0865,,,y-ome
3738,b0883,,,well-annotated
3739,b0946,,,well-annotated
3740,b0971,,,well-annotated
3741,b0977,,,y-ome
3742,b0980,,,well-annotated
3743,b0984,,,y-ome
3744,b0985,,,y-ome
3745,b0986,,,y-ome
3746,b0987,,,y-ome
3747,b0991,,,y-ome
3748,b0999,,,well-annotated
3749,b1001,,,y-ome
3750,b1002,,,well-annotated
3751,b1003,,,y-ome
3752,b1005,,,excluded
3753,b1016,,,excluded
3754,b1017,,,excluded
3755,b1021,,,well-annotated
3756,b1028,,,excluded
3757,b1029,,,y-ome
3758,b1032,,,well-annotated
3759,b1036,,,y-ome
3760,b1038,,,well-annotated
3761,b1039,,,well-annotated
3762,b1041,,,well-annotated
3763,b1042,,,well-annotated
3764,b1043,,,y-ome
3765,b1044,,,y-ome
3766,b1051,,,y-ome
3767,b1052,,,excluded
3768,b1058,,,y-ome
3769,b1060,,,y-ome
3770,b1061,,,y-ome
3771,b1063,,,y-ome
3772,b1112,,,well-annotated
3773,b1122,,,y-ome
3774,b1138,,,y-ome
3775,b1139,,,well-annotated
3776,b1141,,,y-ome
3777,b1142,,,y-ome
3778,b1143,,,y-ome
3779,b1144,,,y-ome
3780,b1147,,,y-ome
3781,b1148,,,y-ome
3782,b1149,,,y-ome
3783,b1150,,,y-ome
3784,b1151,,,excluded
3785,b1152,,,excluded
3786,b1154,,,y-ome
3787,b1155,,,y-ome
3788,b1156,,,y-ome
3789,b1157,,,excluded
3790,b1160,,,well-annotated
3791,b1164,,,y-ome
3792,b1165,,,y-ome
3793,b1166,,,y-ome
3794,b1167,,,y-ome
3795,b1169,,,excluded
3796,b1170,,,excluded
3797,b1171,,,y-ome
3798,b1172,,,y-ome
3799,b1173,,,y-ome
3800,b1177,,,y-ome
3801,b1178,,,well-annotated
3802,b1182,,,well-annotated
3803,b1196,,,y-ome
3804,b1205,,,y-ome
3805,b1220,,,y-ome
3806,b1228,,,y-ome
3807,b1229,,,y-ome
3808,b1230,,,well-annotated
3809,b1231,,,well-annotated
3810,b1239,,,excluded
3811,b1240,,,excluded
3812,b1255,,,y-ome
3813,b1265,,,well-annotated
3814,b1268,,,y-ome
3815,b1273,,,y-ome
3816,b1283,,,y-ome
3817,b1295,,,y-ome
3818,b1305,,,well-annotated
3819,b1307,,,y-ome
3820,b1318,,,excluded
3821,b1319,,,well-annotated
3822,b1332,,,y-ome
3823,b1346,,,y-ome
3824,b1347,,,y-ome
3825,b1348,,,well-annotated
3826,b1350,,,well-annotated
3827,b1351,,,y-ome
3828,b1352,,,well-annotated
3829,b1353,,,y-ome
3830,b1354,,,excluded
3831,b1355,,,y-ome
3832,b1358,,,y-ome
3833,b1361,,,excluded
3834,b1362,,,excluded
3835,b1364,,,excluded
3836,b1366,,,excluded
3837,b1367,,,excluded
3838,b1368,,,excluded
3839,b1369,,,excluded
3840,b1370,,,well-annotated
3841,b1371,,,excluded
3842,b1372,,,y-ome
3843,b1373,,,y-ome
3844,b1375,,,y-ome
3845,b1381,,,y-ome
3846,b1382,,,y-ome
3847,b1401,,,excluded
3848,b1405,,,excluded
3849,b1407,,,y-ome
3850,b1416,,,excluded
3851,b1417,,,excluded
3852,b1419,,,y-ome
3853,b1420,,,y-ome
3854,b1425,,,excluded
3855,b1431,,,y-ome
3856,b1436,,,y-ome
3857,b1437,,,excluded
3858,b1445,,,well-annotated
3859,b1446,,,y-ome
3860,b1455,,,y-ome
3861,b1456,,,excluded
3862,b1457,,,y-ome
3863,b1458,,,y-ome
3864,b1459,,,excluded
3865,b1470,,,y-ome
3866,b1471,,,excluded
3867,b1472,,,excluded
3868,b1480,,,well-annotated
3869,b1481,,,y-ome
3870,b1500,,,well-annotated
3871,b1505,,,excluded
3872,b1506,,,excluded
3873,b1509,,,y-ome
3874,b1510,,,y-ome
3875,b1523,,,y-ome
3876,b1527,,,y-ome
3877,b1532,,,y-ome
3878,b1541,,,y-ome
3879,b1543,,,well-annotated
3880,b1544,,,y-ome
3881,b1546,,,y-ome
3882,b1547,,,y-ome
3883,b1548,,,excluded
3884,b1550,,,y-ome
3885,b1551,,,y-ome
3886,b1553,,,y-ome
3887,b1555,,,y-ome
3888,b1556,,,y-ome
3889,b1560,,,y-ome
3890,b1561,,,y-ome
3891,b1562,,,well-annotated
3892,b1565,,,y-ome
3893,b1566,,,y-ome
3894,b1567,,,excluded
3895,b1568,,,excluded
3896,b1569,,,y-ome
3897,b1571,,,y-ome
3898,b1573,,,excluded
3899,b1574,,,well-annotated
3900,b1575,,,y-ome
3901,b1576,,,y-ome
3902,b1577,,,excluded
3903,b1578,,,well-annotated
3904,b1579,,,excluded
3905,b1583,,,y-ome
3906,b1585,,,y-ome
3907,b1586,,,y-ome
3908,b1597,,,well-annotated
3909,b1604,,,y-ome
3910,b1610,,,well-annotated
3911,b1615,,,y-ome
3912,b1625,,,well-annotated
3913,b1626,,,y-ome
3914,b1643,,,y-ome
3915,b1664,,,y-ome
3916,b1665,,,well-annotated
3917,b1666,,,well-annotated
3918,b1667,,,y-ome
3919,b1669,,,y-ome
3920,b1672,,,y-ome
3921,b1675,,,well-annotated
3922,b1685,,,y-ome
3923,b1715,,,y-ome
3924,b1720,,,excluded
3925,b1721,,,excluded
3926,b1724,,,y-ome
3927,b1726,,,y-ome
3928,b1730,,,y-ome
3929,b1731,,,well-annotated
3930,b1751,,,y-ome
3931,b1760,,,y-ome
3932,b1762,,,y-ome
3933,b1788,,,y-ome
3934,b1796,,,y-ome
3935,b1810,,,y-ome
3936,b1813,,,well-annotated
3937,b1824,,,y-ome
3938,b1825,,,y-ome
3939,b1826,,,well-annotated
3940,b1836,,,y-ome
3941,b1837,,,y-ome
3942,b1839,,,y-ome
3943,b1842,,,well-annotated
3944,b1847,,,y-ome
3945,b1862,,,y-ome
3946,b1878,,,y-ome
3947,b1891,,,well-annotated
3948,b1892,,,well-annotated
3949,b1903,,,excluded
3950,b1904,,,y-ome
3951,b1906,,,y-ome
3952,b1909,,,well-annotated
3953,b1910,,,well-annotated
3954,b1911,,,well-annotated
3955,b1915,,,y-ome
3956,b1921,,,well-annotated
3957,b1926,,,y-ome
3958,b1928,,,y-ome
3959,b1933,,,excluded
3960,b1934,,,excluded
3961,b1935,,,excluded
3962,b1936,,,excluded
3963,b1952,,,y-ome
3964,b1953,,,y-ome
3965,b1954,,,well-annotated
3966,b1963,,,y-ome
3967,b1964,,,excluded
3968,b1965,,,excluded
3969,b1966,,,excluded
3970,b1975,,,well-annotated
3971,b1977,,,well-annotated
3972,b1979,,,excluded
3973,b1980,,,excluded
3974,b1984,,,well-annotated
3975,b1986,,,well-annotated
3976,b1989,,,well-annotated
3977,b1995,,,excluded
3978,b1998,,,excluded
3979,b1999,,,excluded
3980,b2001,,,y-ome
3981,b2003,,,y-ome
3982,b2004,,,well-annotated
3983,b2005,,,well-annotated
3984,b2006,,,excluded
3985,b2018,,,y-ome
3986,b2031,,,excluded
3987,b2034,,,well-annotated
3988,b2035,,,y-ome
3989,b2043,,,y-ome
3990,b2056,,,y-ome
3991,b2072,,,y-ome
3992,b2082,,,y-ome
3993,b2083,,,excluded
3994,b2084,,,excluded
3995,b2085,,,y-ome
3996,b2087,,,excluded
3997,b2090,,,excluded
3998,b2092,,,excluded
3999,b2112,,,y-ome
4000,b2115,,,excluded
4001,b2116,,,excluded
4002,b2117,,,excluded
4003,b2118,,,y-ome
4004,b2120,,,y-ome
4005,b2122,,,excluded
4006,b2135,,,y-ome
4007,b2138,,,excluded
4008,b2139,,,excluded
4009,b2145,,,y-ome
4010,b2181,,,y-ome
4011,b2189,,,well-annotated
4012,b2190,,,excluded
4013,b2191,,,excluded
4014,b2227,,,excluded
4015,b2228,,,excluded
4016,b2237,,,y-ome
4017,b2238,,,excluded
4018,b2250,,,y-ome
4019,b2258,,,well-annotated
4020,b2259,,,y-ome
4021,b2272,,,y-ome
4022,b2273,,,y-ome
4023,b2274,,,y-ome
4024,b2275,,,y-ome
4025,b2321,,,y-ome
4026,b2325,,,y-ome
4027,b2332,,,y-ome
4028,b2337,,,excluded
4029,b2338,,,excluded
4030,b2345,,,y-ome
4031,b2348,,,well-annotated
4032,b2352,,,y-ome
4033,b2353,,,excluded
4034,b2354,,,y-ome
4035,b2355,,,excluded
4036,b2356,,,excluded
4037,b2357,,,y-ome
4038,b2358,,,excluded
4039,b2359,,,y-ome
4040,b2362,,,y-ome
4041,b2363,,,y-ome
4042,b2375,,,y-ome
4043,b2376,,,y-ome
4044,b2377,,,y-ome
4045,b2390,,,y-ome
4046,b2396,,,well-annotated
4047,b2397,,,well-annotated
4048,b2398,,,y-ome
4049,b2399,,,y-ome
4050,b2401,,,well-annotated
4051,b2402,,,well-annotated
4052,b2403,,,well-annotated
4053,b2404,,,well-annotated
4054,b2406,,,well-annotated
4055,b2408,,,y-ome
4056,b2419,,,y-ome
4057,b2432,,,y-ome
4058,b2433,,,y-ome
4059,b2443,,,y-ome
4060,b2444,,,y-ome
4061,b2445,,,y-ome
4062,b2446,,,y-ome
4063,b2447,,,y-ome
4064,b2448,,,y-ome
4065,b2449,,,y-ome
4066,b2450,,,y-ome
4067,b2466,,,y-ome
4068,b2490,,,y-ome
4069,b2504,,,y-ome
4070,b2506,,,y-ome
4071,b2510,,,y-ome
4072,b2522,,,y-ome
4073,b2536,,,y-ome
4074,b2555,,,y-ome
4075,b2588,,,well-annotated
4076,b2589,,,well-annotated
4077,b2590,,,well-annotated
4078,b2591,,,well-annotated
4079,b2596,,,excluded
4080,b2598,,,well-annotated
4081,b2602,,,y-ome
4082,b2603,,,y-ome
4083,b2621,,,well-annotated
4084,b2623,,,y-ome
4085,b2625,,,y-ome
4086,b2626,,,y-ome
4087,b2628,,,y-ome
4088,b2629,,,y-ome
4089,b2630,,,well-annotated
4090,b2631,,,well-annotated
4091,b2633,,,y-ome
4092,b2635,,,y-ome
4093,b2636,,,y-ome
4094,b2637,,,y-ome
4095,b2638,,,excluded
4096,b2639,,,excluded
4097,b2640,,,excluded
4098,b2641,,,excluded
4099,b2642,,,y-ome
4100,b2643,,,y-ome
4101,b2645,,,y-ome
4102,b2646,,,y-ome
4103,b2648,,,excluded
4104,b2649,,,y-ome
4105,b2650,,,excluded
4106,b2651,,,excluded
4107,b2652,,,well-annotated
4108,b2653,,,excluded
4109,b2659,,,well-annotated
4110,b2670,,,well-annotated
4111,b2671,,,y-ome
4112,b2680,,,excluded
4113,b2681,,,excluded
4114,b2683,,,well-annotated
4115,b2691,,,well-annotated
4116,b2692,,,well-annotated
4117,b2693,,,well-annotated
4118,b2694,,,well-annotated
4119,b2695,,,well-annotated
4120,b2718,,,well-annotated
4121,b2725,,,y-ome
4122,b2732,,,y-ome
4123,b2749,,,y-ome
4124,b2754,,,well-annotated
4125,b2756,,,well-annotated
4126,b2757,,,well-annotated
4127,b2758,,,well-annotated
4128,b2759,,,well-annotated
4129,b2760,,,well-annotated
4130,b2793,,,well-annotated
4131,b2809,,,y-ome
4132,b2814,,,well-annotated
4133,b2815,,,well-annotated
4134,b2816,,,well-annotated
4135,b2824,,,y-ome
4136,b2833,,,y-ome
4137,b2848,,,y-ome
4138,b2849,,,y-ome
4139,b2850,,,excluded
4140,b2851,,,y-ome
4141,b2853,,,y-ome
4142,b2854,,,excluded
4143,b2855,,,y-ome
4144,b2856,,,excluded
4145,b2857,,,y-ome
4146,b2858,,,excluded
4147,b2859,,,excluded
4148,b2862,,,y-ome
4149,b2863,,,excluded
4150,b2864,,,well-annotated
4151,b2876,,,y-ome
4152,b2896,,,well-annotated
4153,b2911,,,well-annotated
4154,b2915,,,excluded
4155,b2939,,,y-ome
4156,b2940,,,y-ome
4157,b2956,,,y-ome
4158,b2958,,,y-ome
4159,b2964,,,well-annotated
4160,b2967,,,well-annotated
4161,b2969,,,excluded
4162,b2970,,,excluded
4163,b2971,,,y-ome
4164,b2981,,,excluded
4165,b2992,,,y-ome
4166,b2998,,,y-ome
4167,b2999,,,excluded
4168,b3000,,,excluded
4169,b3004,,,excluded
4170,b3007,,,excluded
4171,b3013,,,y-ome
4172,b3022,,,well-annotated
4173,b3027,,,y-ome
4174,b3036,,,y-ome
4175,b3046,,,excluded
4176,b3049,,,y-ome
4177,b3050,,,y-ome
4178,b3069,,,well-annotated
4179,b3079,,,y-ome
4180,b3090,,,y-ome
4181,b3096,,,well-annotated
4182,b3097,,,y-ome
4183,b3100,,,y-ome
4184,b3107,,,y-ome
4185,b3119,,,well-annotated
4186,b3120,,,y-ome
4187,b3121,,,y-ome
4188,b3123,,,well-annotated
4189,b3130,,,well-annotated
4190,b3134,,,excluded
4191,b3135,,,excluded
4192,b3171,,,well-annotated
4193,b3174,,,well-annotated
4194,b3214,,,y-ome
4195,b3217,,,excluded
4196,b3219,,,y-ome
4197,b3238,,,y-ome
4198,b3242,,,y-ome
4199,b3254,,,excluded
4200,b3263,,,y-ome
4201,b3267,,,y-ome
4202,b3268,,,excluded
4203,b3272,,,well-annotated
4204,b3273,,,well-annotated
4205,b3274,,,well-annotated
4206,b3275,,,well-annotated
4207,b3276,,,well-annotated
4208,b3277,,,well-annotated
4209,b3278,,,well-annotated
4210,b3280,,,y-ome
4211,b3293,,,y-ome
4212,b3322,,,y-ome
4213,b3334,,,excluded
4214,b3362,,,y-ome
4215,b3369,,,y-ome
4216,b3377,,,y-ome
4217,b3378,,,y-ome
4218,b3382,,,y-ome
4219,b3383,,,y-ome
4220,b3392,,,y-ome
4221,b3393,,,y-ome
4222,b3395,,,y-ome
4223,b3402,,,y-ome
4224,b3410,,,y-ome
4225,b3423,,,well-annotated
4226,b3427,,,excluded
4227,b3443,,,excluded
4228,b3446,,,y-ome
4229,b3448,,,y-ome
4230,b3467,,,y-ome
4231,b3472,,,y-ome
4232,b3483,,,y-ome
4233,b3488,,,y-ome
4234,b3489,,,excluded
4235,b3490,,,y-ome
4236,b3491,,,y-ome
4237,b3494,,,y-ome
4238,b3497,,,well-annotated
4239,b3504,,,excluded
4240,b3509,,,well-annotated
4241,b3510,,,well-annotated
4242,b3534,,,excluded
4243,b3535,,,y-ome
4244,b3536,,,well-annotated
4245,b3537,,,y-ome
4246,b3538,,,y-ome
4247,b3545,,,well-annotated
4248,b3554,,,y-ome
4249,b3587,,,y-ome
4250,b3598,,,y-ome
4251,b3602,,,y-ome
4252,b3618,,,y-ome
4253,b3624,,,well-annotated
4254,b3629,,,well-annotated
4255,b3643,,,well-annotated
4256,b3645,,,y-ome
4257,b3655,,,y-ome
4258,b3658,,,well-annotated
4259,b3663,,,y-ome
4260,b3672,,,well-annotated
4261,b3675,,,y-ome
4262,b3677,,,y-ome
4263,b3681,,,y-ome
4264,b3682,,,excluded
4265,b3683,,,excluded
4266,b3696,,,y-ome
4267,b3707,,,y-ome
4268,b3716,,,y-ome
4269,b3737,,,well-annotated
4270,b3756,,,well-annotated
4271,b3757,,,well-annotated
4272,b3758,,,well-annotated
4273,b3759,,,well-annotated
4274,b3760,,,well-annotated
4275,b3761,,,well-annotated
4276,b3766,,,well-annotated
4277,b3767,,,excluded
4278,b3768,,,excluded
4279,b3776,,,y-ome
4280,b3777,,,excluded
4281,b3782,,,y-ome
4282,b3796,,,well-annotated
4283,b3797,,,well-annotated
4284,b3798,,,well-annotated
4285,b3799,,,well-annotated
4286,b3808,,,y-ome
4287,b3817,,,y-ome
4288,b3818,,,y-ome
4289,b3851,,,well-annotated
4290,b3852,,,well-annotated
4291,b3853,,,well-annotated
4292,b3854,,,well-annotated
4293,b3855,,,well-annotated
4294,b3864,,,well-annotated
4295,b3875,,,y-ome
4296,b3889,,,y-ome
4297,b3890,,,y-ome
4298,b3896,,,y-ome
4299,b3907,,,well-annotated
4300,b3909,,,well-annotated
4301,b3920,,,y-ome
4302,b3937,,,y-ome
4303,b3964,,,y-ome
4304,b3968,,,well-annotated
4305,b3969,,,well-annotated
4306,b3970,,,well-annotated
4307,b3971,,,well-annotated
4308,b3975,,,excluded
4309,b3976,,,well-annotated
4310,b3977,,,well-annotated
4311,b3978,,,well-annotated
4312,b3979,,,well-annotated
4313,b3989,,,y-ome
4314,b4001,,,y-ome
4315,b4007,,,well-annotated
4316,b4008,,,well-annotated
4317,b4009,,,well-annotated
4318,b4010,,,well-annotated
4319,b4011,,,y-ome
4320,b4017,,,y-ome
4321,b4023,,,y-ome
4322,b4026,,,y-ome
4323,b4027,,,y-ome
4324,b4028,,,y-ome
4325,b4029,,,y-ome
4326,b4037,,,y-ome
4327,b4038,,,excluded
4328,b4047,,,y-ome
4329,b4048,,,y-ome
4330,b4050,,,y-ome
4331,b4060,,,y-ome
4332,b4103,,,excluded
4333,b4104,,,excluded
4334,b4110,,,y-ome
4335,b4128,,,well-annotated
4336,b4134,,,well-annotated
4337,b4144,,,y-ome
4338,b4145,,,y-ome
4339,b4157,,,y-ome
4340,b4158,,,y-ome
4341,b4163,,,well-annotated
4342,b4164,,,well-annotated
4343,b4165,,,well-annotated
4344,b4183,,,y-ome
4345,b4188,,,y-ome
4346,b4189,,,y-ome
4347,b4199,,,y-ome
4348,b4204,,,y-ome
4349,b4205,,,excluded
4350,b4215,,,y-ome
4351,b4217,,,y-ome
4352,b4223,,,y-ome
4353,b4236,,,excluded
4354,b4246,,,well-annotated
4355,b4247,,,excluded
4356,b4250,,,excluded
4357,b4253,,,y-ome
4358,b4270,,,well-annotated
4359,b4271,,,excluded
4360,b4274,,,excluded
4361,b4275,,,excluded
4362,b4276,,,excluded
4363,b4277,,,y-ome
4364,b4281,,,excluded
4365,b4282,,,excluded
4366,b4283,,,well-annotated
4367,b4285,,,well-annotated
4368,b4286,,,excluded
4369,b4308,,,excluded
4370,b4309,,,y-ome
4371,b4311,,,well-annotated
4372,b4325,,,y-ome
4373,b4330,,,y-ome
4374,b4338,,,y-ome
4375,b4339,,,excluded
4376,b4342,,,excluded
4377,b4347,,,y-ome
4378,b4360,,,y-ome
4379,b4362,,,well-annotated
4380,b4368,,,well-annotated
4381,b4369,,,well-annotated
4382,b4370,,,well-annotated
4383,b4402,,,y-ome
4384,b4406,,,y-ome
4385,b4408,,,well-annotated
4386,b4409,,,well-annotated
4387,b4412,,,well-annotated
4388,b4413,,,y-ome
4389,b4414,,,y-ome
4390,b4415,,,y-ome
4391,b4416,,,y-ome
4392,b4417,,,well-annotated
4393,b4418,,,y-ome
4394,b4419,,,y-ome
4395,b4420,,,y-ome
4396,b4421,,,y-ome
4397,b4422,,,y-ome
4398,b4423,,,y-ome
4399,b4424,,,y-ome
4400,b4425,,,y-ome
4401,b4426,,,well-annotated
4402,b4427,,,well-annotated
4403,b4428,,,well-annotated
4404,b4429,,,y-ome
4405,b4430,,,well-annotated
4406,b4431,,,well-annotated
4407,b4432,,,y-ome
4408,b4433,,,well-annotated
4409,b4434,,,y-ome
4410,b4435,,,y-ome
4411,b4436,,,y-ome
4412,b4437,,,y-ome
4413,b4438,,,y-ome
4414,b4439,,,well-annotated
4415,b4440,,,y-ome
4416,b4441,,,well-annotated
4417,b4442,,,well-annotated
4418,b4443,,,well-annotated
4419,b4444,,,well-annotated
4420,b4445,,,well-annotated
4421,b4446,,,y-ome
4422,b4447,,,y-ome
4423,b4448,,,excluded
4424,b4449,,,y-ome
4425,b4450,,,well-annotated
4426,b4451,,,well-annotated
4427,b4452,,,well-annotated
4428,b4453,,,well-annotated
4429,b4454,,,well-annotated
4430,b4455,,,y-ome
4431,b4456,,,well-annotated
4432,b4457,,,well-annotated
4433,b4458,,,well-annotated
4434,b4459,,,y-ome
4435,b4462,,,excluded
4436,b4466,,,y-ome
4437,b4481,,,well-annotated
4438,b4486,,,excluded
4439,b4487,,,y-ome
4440,b4488,,,excluded
4441,b4489,,,well-annotated
4442,b4490,,,excluded
4443,b4491,,,excluded
4444,b4492,,,excluded
4445,b4493,,,excluded
4446,b4494,,,excluded
4447,b4495,,,excluded
4448,b4496,,,excluded
4449,b4497,,,excluded
4450,b4498,,,excluded
4451,b4499,,,excluded
4452,b4500,,,excluded
4453,b4502,,,y-ome
4454,b4504,,,y-ome
4455,b4505,,,well-annotated
4456,b4508,,,excluded
4457,b4509,,,y-ome
4458,b4510,,,y-ome
4459,b4513,,,well-annotated
4460,b4514,,,excluded
4461,b4517,,,y-ome
4462,b4519,,,excluded
4463,b4520,,,y-ome
4464,b4521,,,excluded
4465,b4522,,,y-ome
4466,b4523,,,y-ome
4467,b4524,,,excluded
4468,b4525,,,excluded
4469,b4526,,,y-ome
4470,b4527,,,y-ome
4471,b4528,,,y-ome
4472,b4530,,,excluded
4473,b4531,,,excluded
4474,b4532,,,well-annotated
4475,b4533,,,y-ome
4476,b4534,,,excluded
4477,b4535,,,y-ome
4478,b4536,,,y-ome
4479,b4537,,,y-ome
4480,b4538,,,excluded
4481,b4540,,,excluded
4482,b4541,,,y-ome
4483,b4542,,,y-ome
4484,b4545,,,excluded
4485,b4547,,,y-ome
4486,b4548,,,y-ome
4487,b4549,,,excluded
4488,b4552,,,excluded
4489,b4553,,,y-ome
4490,b4554,,,y-ome
4491,b4555,,,y-ome
4492,b4556,,,excluded
4493,b4559,,,well-annotated
4494,b4560,,,excluded
4495,b4561,,,well-annotated
4496,b4562,,,excluded
4497,b4563,,,well-annotated
4498,b4564,,,well-annotated
4499,b4567,,,y-ome
4500,b4568,,,y-ome
4501,b4569,,,excluded
4502,b4570,,,excluded
4503,b4571,,,excluded
4504,b4572,,,y-ome
4505,b4573,,,excluded
4506,b4575,,,y-ome
4507,b4576,,,excluded
4508,b4577,,,well-annotated
4509,b4578,,,excluded
4510,b4579,,,excluded
4511,b4580,,,excluded
4512,b4581,,,excluded
4513,b4582,,,excluded
4514,b4585,,,well-annotated
4515,b4586,,,y-ome
4516,b4587,,,excluded
4517,b4588,,,y-ome
4518,b4589,,,y-ome
4519,b4590,,,y-ome
4520,b4591,,,excluded
4521,b4592,,,y-ome
4522,b4593,,,y-ome
4523,b4594,,,y-ome
4524,b4595,,,y-ome
4525,b4596,,,y-ome
4526,b4597,,,well-annotated
4527,b4598,,,y-ome
4528,b4599,,,y-ome
4529,b4600,,,excluded
4530,b4601,,,y-ome
4531,b4602,,,y-ome
4532,b4603,,,well-annotated
4533,b4604,,,y-ome
4534,b4605,,,y-ome
4535,b4606,,,y-ome
4536,b4607,,,excluded
4537,b4608,,,well-annotated
4538,b4609,,,y-ome
4539,b4610,,,y-ome
4540,b4611,,,y-ome
4541,b4612,,,y-ome
4542,b4613,,,y-ome
4543,b4614,,,excluded
4544,b4615,,,excluded
4545,b4616,,,well-annotated
4546,b4617,,,excluded
4547,b4618,,,well-annotated
4548,b4620,,,y-ome
4549,b4621,,,y-ome
4550,b4622,,,y-ome
4551,b4623,,,excluded
4552,b4624,,,y-ome
4553,b4625,,,well-annotated
4554,b4626,,,excluded
4555,b4627,,,excluded
4556,b4628,,,excluded
4557,b4629,,,excluded
4558,b4630,,,excluded
4559,b4631,,,excluded
4560,b4632,,,excluded
4561,b4633,,,excluded
4562,b4634,,,excluded
4563,b4635,,,excluded
4564,b4636,,,excluded
4565,b4637,,,well-annotated
4566,b4638,,,excluded
4567,b4639,,,excluded
4568,b4640,,,excluded
4569,b4641,,,excluded
4570,b4642,,,excluded
4571,b4643,,,excluded
4572,b4644,,,excluded
4573,b4645,,,excluded
4574,b4646,,,excluded
4575,b4647,,,excluded
4576,b4648,,,excluded
4577,b4649,,,excluded
4578,b4650,,,excluded
4579,b4651,,,excluded
4580,b4652,,,excluded
4581,b4653,,,excluded
4582,b4654,,,excluded
4583,b4655,,,y-ome
4584,b4656,,,excluded
4585,b4657,,,excluded
4586,b4658,,,excluded
4587,b4659,,,excluded
4588,b4660,,,excluded
4589,b4661,,,excluded
4590,b4662,,,y-ome
4591,b4663,,,y-ome
4592,b4664,,,y-ome
4593,b4665,,,well-annotated
4594,b4666,,,y-ome
4595,b4667,,,y-ome
4596,b4668,,,y-ome
4597,b4669,,,y-ome
4598,b4670,,,y-ome
4599,b4671,,,y-ome
4600,b4672,,,y-ome
4601,b4673,,,excluded
4602,b4674,,,y-ome
4603,b4675,,,y-ome
