,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b0066,thiQ,thiQ;yabJ,thiamine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,ppGpp,SgrR,DksA",P31548,72229,72927,-,False,False,True,True,False,True,False,False,False,,,False,True,5.1383436755,4.386960721,0.9480915654000002,False,4.423297516,0.6152350539999998,,,6.252424408110559,0.0,4.04893492990231,-0.88073027359247,6.252424408110559,1.8291268921105592,-4.423297516,False,True
b0067,thiP,thiP;yabK,thiamine ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,YcjW,ppGpp,SgrR,DksA",P31549,72911,74521,-,False,False,True,True,False,True,False,False,False,,,False,True,5.12491422,4.141690055,1.0960842348287998,True,4.180212088353685,0.701846411646315,,,6.478608136,0.33106194,3.7983902246385504,-0.6812100512435458,6.147546196,2.2983960476463148,-3.849150148353685,False,True
b0068,thiB,thiB;tbpA;yabL,thiamine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,SgrR,ppGpp,DksA",P31550,74497,75480,-,False,False,True,True,False,True,False,False,True,18.0,639.0,True,True,7.643317257,6.463759995,1.373143212100799,True,6.540624125,0.8564500879999999,,,8.370242789,2.2946184080000003,6.044150236338621,-0.6753416437233868,6.075624381000001,1.8296186640000007,-4.246005716999999,False,True
b0069,sgrR,sgrR;yabN,DNA-binding transcriptional dual regulator SgrR,Transcription,"RpoD,SgrR,ppGpp,DksA",P33595,75644,77299,-,False,False,False,False,False,True,False,False,False,,,False,True,4.981998970999999,4.471184479,0.557607860027401,False,4.4840314910000005,0.3606095250000001,,,5.94804757,2.045200986,4.440139519346668,-0.5946372947995002,3.9028465839999997,1.4640160789999994,-2.4388305050000003,False,False
b0070,setA,setA;yabM,sugar exporter SetA,Inorganic ion transport and metabolism,"RpoD,RpoS,Cra,SgrR,ppGpp,DksA",P31675,77621,78799,+,False,False,True,True,False,True,False,False,False,,,False,True,4.0621064075,4.424911325,0.5587777426223999,False,4.449524959,0.3672942490000004,,,7.696862822999999,2.299995149,4.448198661587889,0.48832995904787385,5.396867673999999,3.2473378639999995,-2.1495298099999998,False,True
b0071,leuD,leuD,3-isopropylmalate dehydratase subunit LeuD,Amino acid transport and metabolism,"RpoD,LeuO,Leu-tRNA,ppGpp",P30126,78848,79453,-,False,True,True,True,True,True,False,False,True,5155.5,2239.0,True,True,9.9694924935,9.649928869,0.837589964076599,True,9.649928869,0.5649466909999994,8.153375846600001,8.94418003076925,13.89748263,2.223906183,9.294393421036052,-2.0362376247076246,11.673576447,4.247553761000001,-7.426022686,False,True
b0072,leuC,leuC,3-isopropylmalate dehydratase subunit LeuC,Amino acid transport and metabolism,"RpoD,YeiE,LeuO,Leu-tRNA,ppGpp",P0A6A6,79464,80864,-,False,True,True,True,True,True,False,False,True,2280.0,3998.0,True,True,9.9222611295,9.552405304,0.9546443846016,True,9.552405304,0.6438988160000001,7.82801638994622,8.776061056500001,13.90839592,1.617223605,9.161826752032711,-1.994975681604038,12.291172315,4.355990616,-7.935181699000001,False,True
b0073,leuB,leuB,3-isopropylmalate dehydrogenase,Energy production and conversion,"RpoD,LeuO,Leu-tRNA,ppGpp",P30125,80867,81958,-,False,True,True,True,True,True,False,False,True,4854.0,3121.0,True,True,9.715227357,9.402138913582938,0.9890265243968642,True,9.402138913582938,0.6670892515829383,7.6881945834000005,8.616562285499999,13.72788066,1.731769802,8.991927552297161,-2.012338879878522,11.996110858,4.325741746417062,-7.6703691115829375,False,True
b0074,leuA,leuA,2-isopropylmalate synthase,Amino acid transport and metabolism,"RpoD,LeuO,Leu-tRNA,Lrp,ppGpp",P09151,81958,83529,-,False,True,True,True,True,True,False,False,True,3424.5,2657.0,True,True,9.2870321955,9.282341655,0.828215178861,True,9.282341655,0.558623485,7.734189759620714,8.662108502677441,14.14103869,2.020751204,8.945990485007496,-1.9336746662355988,12.120287486,4.8586970350000005,-7.261590451,False,True
b0075,leuL,leuL;leuLP,leu operon leader peptide,No COG annotation,,P0AD79,83622,83708,-,False,False,False,False,True,True,False,True,False,,,False,False,9.421490118783185,6.025746773335411,2.75748791207602,False,6.025746773335411,1.8599001160636854,3.3523577959837643,4.842966277025383,12.258418129865266,0.0,6.83140554876791,-0.012254463410303021,12.258418129865266,6.232671356529855,-6.025746773335411,False,True
b0076,leuO,leuO,DNA-binding transcriptional dual regulator LeuO,Transcription,"RpoD,StpA,LeuO,LrhA,RcsB-BglJ,SlyA,H-NS,Lrp,Nac,ppGpp",P10151,84368,85312,+,False,False,False,False,True,True,False,False,False,,,False,True,2.694797965,2.9632691510000004,0.6990484797240004,True,2.9632691510000004,0.47150174000000034,1.9777794480706017,2.462263198,6.232196345663258,0.261198041,2.9339527395168763,0.19808752874192856,5.970998304663258,3.2689271946632577,-2.7020711100000003,False,True
b0077,ilvI,ilvI,acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit,Coenzyme transport and metabolism,"RpoD,YeiE,dsrA,H-NS,ppGpp,Lrp",P00893,85630,87354,+,False,False,True,True,True,True,False,False,True,366.0,989.0,True,True,8.172370361,7.873494737000001,0.5063282724065986,True,7.873494737000001,0.3415137409999991,6.329342844000001,7.528306648500001,9.26432269707274,2.348390987,7.564194191068994,-2.3830032395361163,6.915931710072741,1.3908279600727402,-5.52510375,False,True
b0078,ilvH,ilvH;brnP,acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit,Amino acid transport and metabolism,"RpoD,H-NS,ppGpp,Lrp",P00894,87357,87848,+,False,False,True,True,True,True,False,False,True,1266.5,896.0,True,True,7.767715782,7.926582297774114,0.4768714496184987,True,7.926582297774114,0.3216453862258861,6.416919318000001,7.5107792405,9.622416752650086,2.355198225,7.567447243065541,-2.3917718762248783,7.267218527650085,1.695834454875972,-5.571384072774114,False,True
b0080,cra,cra;fruC;fruR;shl,DNA-binding transcriptional dual regulator Cra,Transcription,"PhoB,RpoH",P0ACP1,88028,89032,+,False,False,False,False,True,True,False,False,True,255.5,182.0,True,True,7.274693064499999,7.066894578945563,0.4002137459053825,True,7.0678522510000015,0.268363424466191,,,9.276870668,5.074587574,7.040237407956963,-0.17712048051344925,4.202283094000001,2.2090184169999993,-1.9932646770000018,False,False
b0081,mraZ,mraZ;yabB,DNA-binding transcriptional repressor MraZ,Transcription,"RpoD,YdcN,YqhC,MraZ,PdhR",P22186,89634,90092,+,False,False,False,False,True,True,False,False,False,135.5,,True,True,7.7522868365,7.976034939011306,0.5274664304678736,True,7.976034939011306,0.35577123328468474,7.2564608722,7.578471953499999,9.909747616796569,5.80340368,7.9457707007171265,-0.24735298311783,4.106343936796569,1.9337126777852625,-2.1726312590113066,False,True
b0082,rsmH,rsmH;mraW;yabC,16S rRNA m(4)C1402 methyltransferase,"Translation, ribosomal structure and biogenesis","RpoD,MraZ,PdhR",P60390,90094,91035,+,False,False,False,True,True,True,False,False,True,343.0,413.0,True,True,7.4144018395,7.20840866,0.4876757351802004,True,7.20840866,0.32893277700000034,6.502389044336176,6.896098512,8.663204159,5.303266073287307,7.205005349401653,-0.30837682573529884,3.3599380857126926,1.4547954989999994,-1.9051425867126932,False,True
b0083,ftsL,ftsL;mraR;yabD,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,MraZ,PdhR",P0AEN4,91032,91397,+,True,False,False,False,True,True,False,False,False,24.0,,True,True,7.256369088,6.757426357999999,0.6035358106989918,True,6.757426357999999,0.40707932732968555,6.001626143199999,6.346206833727365,8.445303907000001,4.026209872,6.747526056242254,-0.3624770649658318,4.419094035000001,1.6878775490000022,-2.731216485999999,False,True
b0084,ftsI,ftsI;pbpB,peptidoglycan DD-transpeptidase FtsI,Cell wall/membrane/envelope biogenesis,"RpoD,YbaQ,LexA,MraZ,PdhR",P0AD68,91413,93179,+,True,True,True,True,True,True,False,False,True,14.0,129.0,True,True,6.60873337,6.416933996,0.5258895144467999,False,6.416933996,0.35470761799999995,5.8541858546,6.110963716355304,8.834084323999999,3.5556343310000003,6.521921552070654,0.23982397663932284,5.278449992999999,2.417150327999999,-2.8612996649999998,False,True
b0085,murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P22188,93166,94653,+,True,False,True,True,True,True,False,False,True,396.0,462.0,True,True,7.1229821885,6.994103187,0.4576337186986742,True,6.994103187,0.3086697144871673,6.272853864983723,6.687512887058061,8.583462744986877,4.21652569,6.977787509466462,-0.35976214992060107,4.3669370549868765,1.5893595579868762,-2.7775774970000002,False,True
b0086,murF,murF;mra,D-alanyl-D-alanine-adding enzyme,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P11880,94650,96008,+,True,True,True,True,True,True,False,False,True,421.5,244.0,True,True,7.0632407205,6.872898639,0.4102700446403993,True,6.872898639,0.2767233539999996,6.2128387012,6.593797922791971,8.375213022191192,3.865945157,6.837689586723628,-0.9633813995625847,4.509267865191191,1.5023143831911918,-3.0069534819999997,False,True
b0087,mraY,mraY;murX,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P0A6W3,96002,97084,+,True,True,True,True,True,True,False,False,True,23.5,236.0,True,True,6.5353612755,6.581486732,0.3650766293538,True,6.581486732,0.246240813,6.0706148426710005,6.347190224,8.61605742204771,4.152716891,6.593580900833361,-0.11004989474032076,4.46334053104771,2.03457069004771,-2.4287698410000003,False,True
b0088,murD,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,YidZ,LexA,MraZ,PdhR,GlaR",P14900,97087,98403,+,True,False,True,True,True,True,False,False,True,61.0,308.0,True,True,6.943873888500001,6.743723061,0.4359163633733999,True,6.743723061,0.29402155899999993,6.0731149501033235,6.448386434155994,8.550530903855156,4.651756157,6.733833507669598,-0.21840649342151477,3.898774746855156,1.8068078428551564,-2.0919669039999995,False,True
b0089,ftsW,ftsW,putative lipid II flippase FtsW,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,MraZ,PdhR",P0ABG4,98403,99647,+,True,False,True,False,True,True,False,False,False,,,False,True,6.355992297,6.476025628,0.3614995440252002,True,6.476025628,0.24382810200000016,5.906982084819647,6.235246325337199,8.767190175216822,3.765796003,6.501366727473755,0.1599332198586137,5.001394172216822,2.2911645472168214,-2.710229625,False,True
b0090,murG,murG,N-acetylglucosaminyl transferase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P17443,99644,100711,+,True,True,True,True,True,True,False,False,True,83.5,239.0,True,True,6.5633841655000005,6.554972152,0.3794621162765982,True,6.554972152,0.2559436909999988,6.0509713652,6.3130746015,8.450876008310681,4.422970148,6.574592422799106,0.029822397019226045,4.027905860310681,1.8959038563106807,-2.1320020040000003,False,True
b0091,murC,murC,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P17952,100765,102240,+,True,False,True,True,True,True,False,False,True,350.5,458.0,True,True,6.9717189785,7.008050356,0.3236290919232002,True,7.008050356,0.21828483200000015,6.456049642328199,6.7923860734999995,8.374452045020485,5.2699451260000005,7.004114199924221,-0.2543465433823495,3.1045069190204844,1.3664016890204849,-1.7381052299999995,False,True
b0092,ddlB,ddlB;ddl,D-alanine--D-alanine ligase B,Nucleotide transport and metabolism,"RpoD,LexA,MraZ,PdhR",P07862,102233,103153,+,False,False,True,True,True,True,False,False,True,504.5,377.0,True,True,7.234280321,7.388255556,0.320333088280801,False,7.388255556,0.21606170800000069,6.9485126962,7.1771585065,8.672367199251132,5.72029244,7.398798940192324,0.0023062518807056387,2.9520747592511327,1.2841116432511326,-1.6679631160000001,False,True
b0093,ftsQ,ftsQ,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning","RpoD,RpoS,LexA,MraZ,PdhR,SdiA,Lrp,ppGpp",P06136,103155,103985,+,True,False,False,False,True,True,False,False,False,,,False,True,7.1636415655,7.301390415,0.3945269572062009,False,7.301390415,0.2661047870000006,6.857819747343897,7.059486799919342,8.83013846991464,6.248690357195772,7.348383298779697,0.4513306851019685,2.581448112718868,1.5287480549146402,-1.0527000578042278,False,True
b0094,ftsA,ftsA;divA,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning","RpoD,RpoS,LexA,MraZ,PdhR,RcsB,SdiA,ppGpp",P0ABH0,103982,105244,+,True,False,False,False,True,True,False,False,True,533.0,498.0,True,True,7.009142278500001,7.5012537739999985,0.4828135455149981,False,7.5012537739999985,0.32565327499999874,6.964412588999999,7.162965628,9.017861184269664,6.3354374510000016,7.523349732776357,0.4850122260750495,2.6824237332696628,1.5166074102696658,-1.165816322999997,False,True
b0095,ftsZ,ftsZ;sfiB;sulB,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning","RpoD,dicF,RpoS,LexA,MraZ,PdhR,RcsB,SdiA,ArgR,ppGpp",P0A9A6,105305,106456,+,True,False,False,False,True,True,False,False,True,4342.0,2650.0,True,True,9.265014073,9.155345431,0.4480021864709986,False,9.155345431,0.3021733349999991,8.469155815,8.816796567,10.45722899,6.977610472,9.132374404312184,-0.21964119248023045,3.4796185180000005,1.3018835590000002,-2.1777349590000004,False,True
b0096,lpxC,lpxC;asmB;envA,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,"RpoD,LexA,MraZ,PdhR",P0A725,106557,107474,+,True,True,True,True,True,True,False,False,True,112.0,180.0,True,True,9.7077652025,10.29018819,0.3705017400000003,True,10.29018819,0.24990000000000023,9.820541129664281,10.052477835000001,12.44207132,8.531012862886469,10.353577805152225,0.5896889213979257,3.9110584571135316,2.15188313,-1.7591753271135318,False,True
b0097,secM,secM;srrA;yacA,SecA translation regulator,Function unknown,,P62395,107705,108217,+,True,False,False,False,True,True,False,False,False,,,False,True,8.89028317,7.887164636068388,0.3963726238085918,False,7.887164636068388,0.2673496720683879,7.421351181,7.643409039,9.381137444,6.402790446,7.922192504008502,0.16184743724091502,2.978346998,1.4939728079316126,-1.4843741900683876,False,True
b0098,secA,secA;azi;pea;prlD,protein translocation ATPase,"Intracellular trafficking, secretion, and vesicular transport",,P10408,108279,110984,+,True,False,False,True,True,True,False,False,True,686.0,1485.0,True,True,7.651831151,7.681890677999999,0.335223691093201,False,7.681890677999999,0.22610528200000068,7.156899043402441,7.465903867,9.355777323859304,6.210265467,7.693713666745263,0.17693127205524858,3.1455118568593035,1.6738866458593042,-1.4716252109999992,False,True
b0099,mutT,mutT,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",,P08337,111044,111433,+,False,False,True,True,True,True,False,False,False,,,False,True,4.503869365,4.61401188,0.8245275790458002,False,4.61401188,0.5561362330000001,3.7197427054,4.1127872965000005,7.312944836000002,0.944676367,4.695238030920515,0.16089259319426855,6.368268469000002,2.698932956000002,-3.6693355129999996,False,False
b0101,yacG,yacG,DNA gyrase inhibitor YacG,Function unknown,,P0A8H8,111649,111846,-,False,False,False,False,True,True,False,False,False,49.5,,True,True,6.748642904,6.729964543,0.6285350496557998,False,6.729964543,0.4239410829999999,5.031131784957746,6.2391572465,8.527350739,1.5237294049625456,6.46751683957423,-1.747553969261664,7.003621334037454,1.7973861959999988,-5.206235138037455,False,True
b0102,zapD,zapD;yacF,cell division factor ZapD,"Cell cycle control, cell division, chromosome partitioning",,P36680,111856,112599,-,False,False,False,False,True,True,False,False,True,267.5,371.0,True,True,6.9094037175,6.538058172,0.5441160132198012,False,6.538058172,0.3670012230000008,5.7224461278000005,6.142546100939874,7.621495257,3.849232066965266,6.465368651373988,-0.9442691638756687,3.7722631900347343,1.083437085,-2.6888261050347344,False,False
b0103,coaE,coaE;yacE,dephospho-CoA kinase,Nucleotide transport and metabolism,"YqhC,YneJ",P0A6I9,112599,113219,-,False,False,True,True,True,True,False,False,False,54.0,,True,True,6.769884246,6.2816516270000005,0.5684538855617995,False,6.2816516270000005,0.3834168929999997,5.4376009534,5.917593456749311,7.570454756,4.181606679341839,6.258812564355386,-0.41646908444154845,3.388848076658161,1.2888031289999997,-2.1000449476581613,False,False
b0104,guaC,guaC,GMP reductase,Nucleotide transport and metabolism,YiaU,P60560,113444,114487,+,False,False,True,True,True,True,False,False,True,965.5,1352.0,True,True,8.8614683545,8.109765649,0.8126798615082015,False,8.109765649,0.548145057000001,6.4420943204,7.334986107579196,9.709159063057102,4.365598397,7.8577396735648,-0.9389573764544357,5.343560666057102,1.5993934140571024,-3.7441672519999996,False,False
b0106,hofC,hofC;hopC;yacD,inner membrane protein HofC,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Crp,Nac",P36646,114522,115724,-,False,False,False,False,True,True,False,True,False,,,False,True,2.326886012,2.464637041,0.3692301895925999,False,2.464637041,0.24904235099999994,1.9901708748,2.227350152262119,4.071430987,0.6385011334655196,2.4872497393928854,0.27299948441121796,3.4329298535344805,1.6067939460000003,-1.8261359075344803,False,True
b0107,hofB,hofB;hopB,T2SSE family protein,Cell motility,"RpoD,YdcN,Crp",P36645,115714,117099,-,False,False,False,False,True,True,False,True,False,,,False,True,2.62730734,2.8199362139952733,0.530135076497662,False,2.8199362139952733,0.35757121037209094,2.180186613,2.4921726601758767,4.9931969810000005,1.4602690160663756,2.8767110927895714,0.5900798592557238,3.532927964933625,2.1732607670047273,-1.3596671979288977,False,True
