BNUM,GENE_NAME
b0104,guaC
b0104,ECK0104
b0104,EG10422
b2231,gyrA
b2231,norA
b2231,nfxA
b2231,nalA
b2231,hisW
b2231,parD
b2231,ECK2223
b2231,EG10423
b3699,gyrB
b3699,EG10424
b3699,ECK3691
b3699,hisU
b3699,himB
b3699,acrB
b3699,nalC
b3699,cou
b3699,pcbA
b3699,parA
b3699,hopA
b3699,pcpA
b1619,hdhA
b1619,ECK1614
b1619,EG10425
b1619,hsdH
b1619,hsd
b0962,helD
b0962,ECK0953
b0962,srjB
b0962,EG10426
b1210,hemA
b1210,EG10427
b1210,ECK1198
b1210,gtrA
b0369,hemB
b0369,EG10428
b0369,ECK0366
b0369,ncf
b3805,hemC
b3805,popE
b3805,ECK3799
b3805,EG10429
b3804,hemD
b3804,EG10430
b3804,ECK3798
b0475,hemH
b0475,EG10431
b0475,ECK0469
b0475,visA
b0475,popA
b0154,hemL
b0154,ECK0153
b0154,EG10432
b0154,popC
b0154,gsa
b3803,hemX
b3803,ECK3797
b3803,EG10433
b3802,hemY
b3802,EG10434
b3802,ECK3796
b4175,hflC
b4175,ECK4171
b4175,EG10435
b4175,hflA
b4174,hflK
b4174,ECK4170
b4174,hflA
b4174,EG10436
b4174,hslY
b4173,hflX
b4173,hslX
b4173,hflA
b4173,ECK4169
b4173,EG10437
b4172,hfq
b4172,ECK4168
b4172,EG10438
b0460,hha
b0460,ECK0454
b0460,EG10439
b1712,ihfA
b1712,ECK1710
b1712,EG10440
b1712,himA
b1712,hid
b0912,ihfB
b0912,EG10441
b0912,ECK0903
b0912,himD
b0912,hip
b1508,hipB
b1508,EG10442
b1508,ECK1501
b1507,hipA
b1507,EG10443
b1507,ECK1500
b2024,hisA
b2024,ECK2019
b2024,EG10444
b2022,hisB
b2022,EG10445
b2022,ECK2017
b2021,hisC
b2021,EG10446
b2021,ECK2016
b2020,hisD
b2020,ECK2015
b2020,EG10447
b2025,hisF
b2025,ECK2020
b2025,EG10448
b2019,hisG
b2019,ECK2014
b2019,EG10449
b2023,hisH
b2023,ECK2018
b2023,EG10450
b2026,hisI
b2026,hisE
b2026,ECK2021
b2026,EG10451
b2026,hisIE
b2306,hisP
b2306,EG10452
b2306,ECK2300
b2514,hisS
b2514,ECK2510
b2514,EG10453
b2318,truA
b2318,ECK2312
b2318,EG10454
b2318,hisT
b2318,leuK
b2318,asuC
b0178,skp
b0178,ompH
b0178,hlpA
b0178,firA
b0178,ECK0177
b0178,EG10455
b2552,hmp
b2552,fsrB
b2552,hmpA
b2552,EG10456
b2552,ECK2549
b1237,hns
b1237,irk
b1237,osmZ
b1237,B1
b1237,EG10457
b1237,ECK1232
b1237,fimG
b1237,drs
b1237,drdX
b1237,drc
b1237,cur
b1237,bglY
b1237,hnsA
b1237,H1
b1237,virR
b1237,topX
b1237,topS
b1237,pilG
b1237,msyA
b4349,hsdM
b4349,hsp
b4349,hsm
b4349,ECK4339
b4349,EG10458
b4350,hsdR
b4350,ECK4340
b4350,EG10459
b4350,hsp
b4350,hsr
b4348,hsdS
b4348,ECK4338
b4348,rm
b4348,hss
b4348,EG10460
b4348,hsp
b0473,htpG
b0473,ECK0467
b0473,EG10461
b1829,htpX
b1829,EG10462
b1829,ECK1828
b0161,degP
b0161,htrA
b0161,ECK0160
b0161,EG10463
b0161,ptd
b1054,lpxL
b1054,waaM
b1054,htrB
b1054,EG10464
b1054,ECK1039
b3041,ribB
b3041,EG10465
b3041,ECK3032
b3041,luxH-l
b3041,luxH
b3041,htrP
b4000,hupA
b4000,ECK3992
b4000,EG10466
b0440,hupB
b0440,dbhB
b0440,ECK0434
b0440,hopD
b0440,EG10467
b0440,dpeA
b0972,hyaA
b0972,ECK0963
b0972,EG10468
b0973,hyaB
b0973,ECK0964
b0973,EG10469
b0974,hyaC
b0974,EG10470
b0974,ECK0965
b0974,cybH
b0975,hyaD
b0975,EG10471
b0975,ECK0966
b0976,hyaE
b0976,EG10472
b0976,ECK0967
b0977,hyaF
b0977,ECK0968
b0977,EG10473
b2725,hycA
b2725,hevA
b2725,ECK2720
b2725,EG10474
b2724,hycB
b2724,EG10475
b2724,hevB
b2724,ECK2719
b2723,hycC
b2723,ECK2718
b2723,EG10476
b2723,hevC
b2722,hycD
b2722,EG10477
b2722,hevD
b2722,ECK2717
b2721,hycE
b2721,ECK2716
b2721,hevE
b2721,EG10478
b2720,hycF
b2720,ECK2715
b2720,EG10479
b2720,hevF
b2719,hycG
b2719,hevG
b2719,EG10480
b2719,ECK2714
b2718,hycH
b2718,hevH
b2718,EG10481
b2718,ECK2713
b4004,zraR
b4004,EG10482
b4004,ECK3996
b4004,hydG
b2726,hypA
b2726,ECK2721
b2726,EG10483
b2727,hypB
b2727,hydB
b2727,ECK2722
b2727,EG10484
b2728,hypC
b2728,ECK2723
b2728,EG10485
b2729,hypD
b2729,ECK2724
b2729,hydF
b2729,EG10486
b2730,hypE
b2730,hydB
b2730,ECK2725
b2730,EG10487
b2753,iap
b2753,ECK2748
b2753,EG10488
b1136,icd
b1136,ECK1122
b1136,EG10489
b1136,icdA
b1136,icdE
b2916,argP
b2916,ECK2912
b2916,EG10490
b2916,iciA
b4018,iclR
b4018,EG10491
b4018,ECK4010
b0026,ileS
b0026,ECK0027
b0026,ilvS
b0026,EG10492
b3772,ilvA
b3772,EG10493
b3772,ile
b3772,ECK3764
b3671,ilvB
b3671,ECK3662
b3671,EG10494
b3774,ilvC
b3774,EG10495
b3774,ECK3766
b3771,ilvD
b3771,EG10496
b3771,ECK3763
b3770,ilvE
b3770,ECK3762
b3770,EG10497
b0078,ilvH
b0078,ECK0080
b0078,brnP
b0078,EG10499
b0077,ilvI
b0077,ECK0079
b0077,EG10500
b3769,ilvM
b3769,EG10501
b3769,ECK3761
b3670,ilvN
b3670,EG10502
b3670,ECK3661
b3773,ilvY
b3773,EG10503
b3773,ECK3765
b0884,infA
b0884,EG10504
b0884,ECK0875
b0884,bypA1
b3168,infB
b3168,EG10505
b3168,ECK3157
b3168,ssyG
b1718,infC
b1718,fit
b1718,srjA
b1718,ECK1716
b1718,EG10506
b0537,intD
b0537,ECK0530
b0537,int
b0537,EG10507
b0421,ispA
b0421,ECK0415
b0421,EG10508
b1732,katE
b1732,EG10509
b1732,ECK1730
b2741,rpoS
b2741,katF
b2741,otsX
b2741,sigS
b2741,EG10510
b2741,ECK2736
b2741,nur
b2741,abrD
b2741,dpeB
b2741,csi2
b2741,appR
b3942,katG
b3942,ECK3934
b3942,EG10511
b3617,kbl
b3617,ECK3607
b3617,EG10512
b0698,kdpA
b0698,EG10513
b0698,ECK0686
b0698,kac
b0697,kdpB
b0697,kac
b0697,ECK0685
b0697,EG10514
b0696,kdpC
b0696,EG10515
b0696,ECK0684
b0696,kac
b0695,kdpD
b0695,kac
b0695,ECK0683
b0695,EG10516
b0694,kdpE
b0694,ECK0682
b0694,EG10517
b1215,kdsA
b1215,ECK1203
b1215,EG10518
b0918,kdsB
b0918,ECK0909
b0918,EG10519
b3633,waaA
b3633,EG10520
b3633,ECK3623
b3633,kdtA
b0047,kefC
b0047,trkC
b0047,ECK0048
b0047,EG10521
b2587,kgtP
b2587,witA
b2587,EG10522
b2587,ECK2585
b0051,rsmA
b0051,ECK0052
b0051,EG10523
b0051,ksgA
b0342,lacA
b0342,EG10524
b0342,ECK0339
b0345,lacI
b0345,ECK0342
b0345,EG10525
b0343,lacY
b0343,EG10526
b0343,ECK0340
b0344,lacZ
b0344,EG10527
b0344,ECK0341
b4036,lamB
b4036,malB
b4036,ECK4028
b4036,EG10528
b4036,malL
b2569,lepA
b2569,ECK2567
b2569,EG10529
b2568,lepB
b2568,ECK2566
b2568,EG10530
b2568,lep
b0076,leuO
b0076,ECK0078
b0076,EG10531
b0642,leuS
b0642,ECK0635
b0642,syl
b0642,EG10532
b4043,lexA
b4043,EG10533
b4043,ECK4035
b4043,umuA
b4043,tsl
b4043,spr
b4043,exrA
b2411,ligA
b2411,pdeC
b2411,ECK2406
b2411,EG10534
b2411,lig
b2411,dnaL
b2411,lop
b1139,lit
b1139,EG10535
b1139,ECK1125
b3454,livF
b3454,ECK3438
b3454,EG10536
b3455,livG
b3455,hrbD
b3455,EG10537
b3455,hrbC
b3455,hrbB
b3455,ECK3439
b3457,livH
b3457,hrbB
b3457,EG10538
b3457,ECK3441
b3457,hrbD
b3457,hrbC
b3460,livJ
b3460,hrbD
b3460,EG10539
b3460,ECK3444
b3460,hrbB
b3460,hrbC
b3458,livK
b3458,EG10540
b3458,ECK3442
b3458,hrbB
b3458,hrbC
b3458,hrbD
b3456,livM
b3456,EG10541
b3456,ECK3440
b0439,lon
b0439,lopA
b0439,muc
b0439,ECK0433
b0439,EG10542
b0439,deg
b0439,capR
b0439,dir
b0116,lpd
b0116,dhl
b0116,lpdA
b0116,ECK0115
b0116,EG10543
b1677,lpp
b1677,mlpA
b1677,ECK1673
b1677,EG10544
b0181,lpxA
b0181,ECK0180
b0181,EG10545
b0182,lpxB
b0182,pgsB
b0182,ECK0181
b0182,EG10546
b0889,lrp
b0889,ECK0880
b0889,EG10547
b0889,rblA
b0889,lss
b0889,oppI
b0889,livR
b0889,ihb
b0889,alsB
b0889,lstR
b0889,mbf
b0889,lrs
b0027,lspA
b0027,EG10548
b0027,ECK0028
b0027,lsp
b2838,lysA
b2838,ECK2836
b2838,EG10549
b4024,lysC
b4024,apk
b4024,EG10550
b4024,ECK4016
b2839,lysR
b2839,EG10551
b2839,ECK2837
b2890,lysS
b2890,asuD
b2890,EG10552
b2890,herC
b2890,ECK2885
b4129,lysU
b4129,EG10553
b4129,ECK4123
b4034,malE
b4034,ECK4026
b4034,EG10554
b4033,malF
b4033,EG10555
b4033,ECK4025
b4032,malG
b4032,EG10556
b4032,ECK4024
b1620,malI
b1620,EG10557
b1620,ECK1615
b4035,malK
b4035,EG10558
b4035,malB
b4035,ECK4027
b4037,malM
b4037,molA
b4037,ECK4029
b4037,EG10559
b3417,malP
b3417,EG10560
b3417,ECK3404
b3417,malA
b3417,blu
b3416,malQ
b3416,ECK3403
b3416,EG10561
b3416,malA
b3418,malT
b3418,EG10562
b3418,ECK3405
b3418,malA
b1621,malX
b1621,ECK1616
b1621,EG10563
b1622,malY
b1622,ECK1617
b1622,EG10564
b0403,malZ
b0403,EG10565
b0403,ECK0397
b1613,manA
b1613,ECK1608
b1613,EG10566
b1613,pmi
b1817,manX
b1817,gptB
b1817,mpt
b1817,EG10567
b1817,ECK1815
b1817,ptsX
b1817,ptsL
b1818,manY
b1818,ptsX
b1818,ptsP
b1818,pel
b1818,ECK1816
b1818,EG10568
b1819,manZ
b1819,ptsM
b1819,ptsX
b1819,EG10569
b1819,gptB
b1819,mpt
b1819,ECK1817
b0168,map
b0168,EG10570
b0168,ECK0166
b2783,mazE
b2783,chpR
b2783,chpAI
b2783,ECK2777
b2783,EG10571
b2781,mazG
b2781,EG10572
b2781,ECK2775
b1159,mcrA
b1159,EG10573
b1159,ECK1145
b1159,rglA
b4346,mcrB
b4346,ECK4336
b4346,EG10574
b4346,rglB
b4345,mcrC
b4345,ECK4335
b4345,EG10575
b3236,mdh
b3236,ECK3225
b3236,EG10576
b4119,melA
b4119,EG10577
b4119,mel-7
b4119,ECK4112
b4120,melB
b4120,mel-4
b4120,EG10578
b4120,ECK4113
b2264,menD
b2264,ECK2258
b2264,EG10579
b2328,mepA
b2328,EG10580
b2328,ECK2322
b4013,metA
b4013,EG10581
b4013,ECK4005
b3939,metB
b3939,ECK3931
b3939,met-1
b3939,EG10582
b3008,metC
b3008,ECK3000
b3008,EG10583
b3829,metE
b3829,EG10584
b3829,ECK3823
b3829,metB12
b3941,metF
b3941,ECK3933
b3941,EG10585
b2114,metG
b2114,EG10586
b2114,ECK2107
b4019,metH
b4019,ECK4011
b4019,EG10587
b3938,metJ
b3938,ECK3930
b3938,EG10588
b2942,metK
b2942,ECK2937
b2942,metX
b2942,EG10589
b3940,metL
b3940,ECK3932
b3940,metM
b3940,EG10590
b3828,metR
b3828,ECK3822
b3828,EG10591
b2149,mglA
b2149,EG10592
b2149,mglP
b2149,ECK2142
b2149,mgl
b2150,mglB
b2150,ECK2143
b2150,EG10593
b2148,mglC
b2148,ECK2141
b2148,EG10594
b2148,mglP
b4171,miaA
b4171,trpX
b4171,ECK4167
b4171,EG10595
b1176,minC
b1176,EG10596
b1176,ECK1164
b1176,minB
b1175,minD
b1175,minB
b1175,ECK1163
b1175,EG10597
b1174,minE
b1174,ECK1162
b1174,EG10598
b1174,minB
b4143,groL
b4143,EG10599
b4143,ECK4137
b4143,mopA
b4143,groEL
b4142,groS
b4142,ECK4136
b4142,EG10600
b4142,mopB
b4142,groES
b1890,motA
b1890,EG10601
b1890,ECK1891
b1890,flaJ
b1889,motB
b1889,flaJ
b1889,ECK1890
b1889,EG10602
b2684,mprA
b2684,emrR
b2684,ECK2678
b2684,EG10603
b0087,mraY
b0087,murX
b0087,ECK0088
b0087,EG10604
b0149,mrcB
b0149,ECK0148
b0149,EG10605
b0149,ponB
b0149,pbpF
b0635,mrdA
b0635,EG10606
b0635,ECK0628
b0635,pbpA
b0634,mrdB
b0634,rodA
b0634,ECK0627
b0634,EG10607
b3251,mreB
b3251,mon
b3251,EG10608
b3251,ECK3239
b3251,rodY
b3251,envB
b3251,mreB_1
b3250,mreC
b3250,ECK3238
b3250,EG10609
b3249,mreD
b3249,EG10610
b3249,ECK3237
b2113,mrp
b2113,ECK2106
b2113,EG10611
b4351,mrr
b4351,ECK4341
b4351,EG10612
b0914,msbA
b0914,EG10613
b0914,ECK0905
b1855,lpxM
b1855,msbB
b1855,EG10614
b1855,ECK1856
b1855,waaN
b1855,mlt
b3599,mtlA
b3599,EG10615
b3599,mtlC
b3599,ECK3588
b3600,mtlD
b3600,ECK3589
b3600,EG10616
b3161,mtr
b3161,ECK3149
b3161,EG10617
b0924,mukB
b0924,EG10618
b0924,ECK0915
b0091,murC
b0091,EG10619
b0091,ECK0092
b0088,murD
b0088,EG10620
b0088,ECK0089
b0085,murE
b0085,EG10621
b0085,ECK0086
b0086,murF
b0086,mra
b0086,ECK0087
b0086,EG10622
b0090,murG
b0090,ECK0091
b0090,EG10623
b2831,mutH
b2831,prv
b2831,mutR
b2831,ECK2827
b2831,EG10624
b2733,mutS
b2733,EG10625
b2733,ECK2728
b2733,ant
b2733,plm
b2733,fdv
b0099,mutT
b0099,nudA
b0099,ECK0100
b0099,EG10626
b2961,mutY
b2961,ECK2956
b2961,EG10627
b2961,micA
b3924,fpr
b3924,mvrA
b3924,EG10628
b3924,ECK3916
b3924,flxR
b0543,emrE
b0543,EG10629
b0543,ECK0534
b0543,eb
b0543,mvrC
b0750,nadA
b0750,EG10630
b0750,ECK0739
b0750,nicA
b2574,nadB
b2574,EG10631
b2574,nic
b2574,ECK2572
b2574,nicB
b0677,nagA
b0677,EG10632
b0677,ECK0665
b0678,nagB
b0678,glmD
b0678,ECK0666
b0678,EG10633
b0675,umpH
b0675,nagD
b0675,ECK0663
b0675,EG10634
b0679,nagE
b0679,pstN
b0679,ptsN
b0679,ECK0667
b0679,EG10635
b0676,nagC
b0676,nagR
b0676,ECK0664
b0676,EG10636
b3225,nanA
b3225,ECK3214
b3225,EG10637
b1224,narG
b1224,chlC
b1224,ECK1218
b1224,EG10638
b1224,narC
b1225,narH
b1225,chlC
b1225,ECK1219
b1225,EG10639
b1227,narI
b1227,chlI
b1227,ECK1221
b1227,EG10640
b1226,narJ
b1226,ECK1220
b1226,EG10641
b1223,narK
b1223,EG10642
b1223,ECK1217
b1221,narL
b1221,ECK1215
b1221,narR
b1221,EG10643
b1221,frdR
b1465,narV
b1465,chlZ
b1465,ECK1459
b1465,EG10644
b1466,narW
b1466,ECK1460
b1466,chlZ
b1466,EG10645
b1222,narX
b1222,frd1
b1222,ECK1216
b1222,EG10646
b1222,frdR
b1222,narR
b1467,narY
b1467,chlZ
b1467,EG10647
b1467,ECK1461
b1468,narZ
b1468,EG10648
b1468,ECK1462
b1468,chlZ
b1109,ndh
b1109,ECK1095
b1109,EG10649
b2518,ndk
b2518,EG10650
b2518,ECK2514
b2159,nfo
b2159,EG10651
b2159,ECK2152
b0019,nhaA
b0019,ant
b0019,antA
b0019,EG10652
b0019,ECK0020
b3365,nirB
b3365,ECK3353
b3365,EG10653
b3367,nirC
b3367,EG10654
b3367,ECK3355
b3366,nirD
b3366,ECK3354
b3366,EG10655
b3188,sfsB
b3188,EG10656
b3188,sfs7
b3188,ECK3177
b3188,nlp
b3661,nlpA
b3661,EG10657
b3661,ECK3651
b2477,bamC
b2477,nlpB
b2477,ECK2473
b2477,dapX
b2477,EG10658
b0553,nmpC
b0553,EG10659
b0553,phmA
b0553,ECK0544
b2234,nrdA
b2234,EG10660
b2234,ECK2226
b2234,dnaF
b2235,nrdB
b2235,ECK2227
b2235,EG10661
b2235,ftsB
b1633,nth
b1633,ECK1629
b1633,EG10662
b1740,nadE
b1740,ECK1738
b1740,efg
b1740,ntrL
b1740,EG10663
b2964,nupG
b2964,ECK2959
b2964,EG10664
b2964,gru
b3169,nusA
b3169,EG10665
b3169,ECK3158
b0416,nusB
b0416,EG10666
b0416,ECK0410
b0416,ssaD
b0416,ssyB
b0416,groNB
b3982,nusG
b3982,ECK3973
b3982,EG10667
b1335,ogt
b1335,ECK1331
b1335,EG10668
b0957,ompA
b0957,EG10669
b0957,ECK0948
b0957,tut
b0957,tolG
b0957,con
b2215,ompC
b2215,EG10670
b2215,ECK2207
b2215,par
b2215,meoA
b0929,ompF
b0929,cmlB
b0929,tolF
b0929,EG10671
b0929,ECK0920
b0929,cry
b0929,nfxB
b3405,ompR
b3405,cry
b3405,kmt
b3405,EG10672
b3405,ECK3392
b3405,ompB
b0565,ompT
b0565,EG10673
b0565,ECK0557
b1243,oppA
b1243,ECK1237
b1243,EG10674
b1244,oppB
b1244,ECK1238
b1244,EG10675
b1245,oppC
b1245,EG10676
b1245,ECK1239
b1246,oppD
b1246,EG10677
b1246,ECK1240
b1247,oppF
b1247,EG10678
b1247,ECK1241
b1283,osmB
b1283,ECK1278
b1283,EG10679
b1482,osmC
b1482,ECK1476
b1482,EG10680
b3961,oxyR
b3961,EG10681
b3961,ECK3953
b3961,mor
b3961,momR
b3360,pabA
b3360,ECK3348
b3360,EG10682
b1812,pabB
b1812,ECK1810
b1812,EG10683
b0741,pal
b0741,EG10684
b0741,ECK0730
b0741,excC
b3258,panF
b3258,ECK3245
b3258,EG10685
b3019,parC
b3019,EG10686
b3019,ECK3010
b3030,parE
b3030,nfxD
b3030,ECK3021
b3030,EG10687
b3403,pck
b3403,pckA
b3403,ECK3390
b3403,EG10688
b2743,pcm
b2743,EG10689
b2743,ECK2738
b0143,pcnB
b0143,EG10690
b0143,ECK0142
b0052,pdxA
b0052,EG10691
b0052,ECK0053
b2564,pdxJ
b2564,EG10693
b2564,ECK2562
b4260,pepA
b4260,carP
b4260,xerB
b4260,ECK4253
b4260,EG10694
b0237,pepD
b0237,EG10695
b0237,ECK0238
b0237,pepH
b0932,pepN
b0932,EG10696
b0932,ECK0923
b2908,pepP
b2908,ECK2903
b2908,EG10697
b3847,pepQ
b3847,ECK3839
b3847,EG10698
b3916,pfkA
b3916,EG10699
b3916,ECK3908
b1723,pfkB
b1723,ECK1721
b1723,EG10700
b0903,pflB
b0903,EG10701
b0903,ECK0894
b0903,pfl
b4025,pgi
b4025,ECK4017
b4025,EG10702
b2926,pgk
b2926,EG10703
b2926,ECK2922
b0418,pgpA
b0418,ECK0412
b0418,yajN
b0418,EG10704
b1278,pgpB
b1278,ECK1273
b1278,EG10705
b1912,pgsA
b1912,EG10706
b1912,ECK1911
b2599,pheA
b2599,ECK2596
b2599,EG10707
b0576,pheP
b0576,ECK0568
b0576,EG10708
b1714,pheS
b1714,EG10709
b1714,ECK1712
b1714,phe-act
b1713,pheT
b1713,ECK1711
b1713,EG10710
b4108,yjdM
b4108,ECK4101
b4108,phnA
b4108,EG10711
b4107,yjdN
b4107,ECK4100
b4107,phnB
b4107,EG10712
b4106,phnC
b4106,ECK4099
b4106,EG10713
b4105,phnD
b4105,ECK4098
b4105,EG10714
b4105,psiD
b4105,phn
b4102,phnF
b4102,ECK4095
b4102,EG10715
b4101,phnG
b4101,EG10716
b4101,ECK4094
b4100,phnH
b4100,ECK4093
b4100,EG10717
b4099,phnI
b4099,ECK4092
b4099,EG10718
b4098,phnJ
b4098,ECK4091
b4098,EG10719
b4097,phnK
b4097,ECK4090
b4097,EG10720
b4096,phnL
b4096,EG10721
b4096,ECK4089
b4095,phnM
b4095,EG10722
b4095,ECK4088
b4094,phnN
b4094,ECK4087
b4094,EG10723
b4093,phnO
b4093,ECK4086
b4093,EG10724
b4092,phnP
b4092,ECK4085
b4092,EG10725
b0383,phoA
b0383,ECK0378
b0383,EG10727
b0383,psiA
b0399,phoB
b0399,phoT
b0399,ECK0393
b0399,EG10728
b0399,phoRc
b0241,phoE
b0241,EG10729
b0241,ECK0242
b0241,ompE
b4399,creC
b4399,ECK4391
b4399,EG10730
b4399,phoM
b1130,phoP
b1130,EG10731
b1130,ECK1116
b1129,phoQ
b1129,EG10732
b1129,ECK1115
b0400,phoR
b0400,R1pho
b0400,EG10733
b0400,ECK0394
b0400,phoR1
b0400,nmpB
b3728,pstS
b3728,R2pho
b3728,T
b3728,nmpA
b3728,phoR2a
b3728,ECK3721
b3728,EG10734
b3728,phoS
b3724,phoU
b3724,ECK3717
b3724,EG10735
b3724,pst
b3724,phoT
b0708,phr
b0708,ECK0697
b0708,EG10736
b0708,phrB
b1158,pinE
b1158,pin
b1158,ECK1144
b1158,EG10737
b3821,pldA
b3821,ECK3815
b3821,EG10738
b3825,pldB
b3825,ECK3819
b3825,EG10739
b4041,plsB
b4041,EG10740
b4041,ECK4033
b4235,tldE
b4235,ECK4230
b4235,EG10741
b4235,mcb
b4235,pmbA
b0931,pncB
b0931,ECK0922
b0931,EG10742
b3164,pnp
b3164,ECK3152
b3164,EG10743
b3164,bfl
b1603,pntA
b1603,EG10744
b1603,ECK1598
b1602,pntB
b1602,EG10745
b1602,ECK1597
b3863,polA
b3863,EG10746
b3863,resA
b3863,ECK3855
b0060,polB
b0060,ECK0061
b0060,EG10747
b0060,dinA
b3396,mrcA
b3396,ponA
b3396,EG10748
b3396,ECK3383
b1126,potA
b1126,ECK1112
b1126,EG10749
b1125,potB
b1125,EG10750
b1125,ECK1111
b1124,potC
b1124,EG10751
b1124,ECK1110
b1123,potD
b1123,EG10752
b1123,ECK1109
b0692,potE
b0692,EG10753
b0692,ECK0680
b0871,poxB
b0871,ECK0862
b0871,EG10754
b4226,ppa
b4226,EG10755
b4226,ECK4222
b3956,ppc
b3956,ECK3947
b3956,glu
b3956,asp
b3956,EG10756
b3363,ppiA
b3363,EG10757
b3363,ECK3351
b3363,rotA
b3363,rot
b0525,ppiB
b0525,ECK0518
b0525,EG10758
b1702,ppsA
b1702,pps
b1702,EG10759
b1702,ECK1700
b1830,prc
b1830,tsp
b1830,EG10760
b1830,ECK1829
b1211,prfA
b1211,sueB
b1211,ups?
b1211,uar
b1211,EG10761
b1211,ECK1199
b2891,prfB
b2891,supK
b2891,ECK2886
b2891,EG10762
b3935,priA
b3935,srgA
b3935,EG10763
b3935,ECK3927
b4201,priB
b4201,ECK4197
b4201,EG10764
b0467,priC
b0467,EG10765
b0467,ECK0461
b3300,secY
b3300,prlA
b3300,EG10766
b3300,ECK3287
b0243,proA
b0243,pro(1)
b0243,EG10767
b0243,ECK0244
b0243,pro1
b0242,proB
b0242,EG10768
b0242,ECK0243
b0242,pro2
b0242,pro(2)
b0386,proC
b0386,pro3
b0386,Pro2
b0386,pro(3)
b0386,EG10769
b0386,ECK0381
b0194,proS
b0194,EG10770
b0194,ECK0194
b0194,drpA
b0194,drp
b2677,proV
b2677,osrA
b2677,ECK2671
b2677,EG10771
b2677,proU
b2678,proW
b2678,osrA
b2678,EG10772
b2678,ECK2672
b2678,proU
b2679,proX
b2679,EG10773
b2679,osrA
b2679,proU
b2679,ECK2673
b1207,prs
b1207,EG10774
b1207,ECK1195
b1207,dnaR
b1207,prsA
b4160,psd
b4160,EG10775
b4160,ECK4156
b1304,pspA
b1304,cog
b1304,EG10776
b1304,ECK1299
b1305,pspB
b1305,ECK1300
b1305,EG10777
b1306,pspC
b1306,ECK1301
b1306,EG10778
b1307,pspD
b1307,ECK1302
b1307,EG10779
b1308,pspE
b1308,EG10780
b1308,ECK1303
b2585,pssA
b2585,ECK2583
b2585,pss
b2585,EG10781
b3726,pstA
b3726,EG10782
b3726,ECK3719
b3726,R2pho
b3726,phoR2
b3726,phoR2b
b3726,phoT
b3725,pstB
b3725,ECK3718
b3725,EG10783
b3725,phoT
b3727,pstC
b3727,ECK3720
b3727,EG10784
b3727,phoW
b1204,pth
b1204,EG10785
b1204,ECK1192
b1204,rap
b2821,ptrA
b2821,ptr
b2821,EG10786
b2821,ECK2817
b1101,ptsG
b1101,cat
b1101,catB2
b1101,glcA
b1101,gptA
b1101,ECK1087
b1101,EG10787
b1101,car
b1101,CR
b1101,tgl
b1101,umg
b1101,umgC
b2415,ptsH
b2415,ctr
b2415,EG10788
b2415,ECK2410
b2415,hpr
b2416,ptsI
b2416,ctr
b2416,EG10789
b2416,ECK2411
b4177,purA
b4177,EG10790
b4177,adeK
b4177,ECK4173
b2476,purC
b2476,EG10791
b2476,ECK2472
b2476,ade(g)
b2476,ade
b4005,purD
b4005,adth(a)
b4005,adth
b4005,EG10792
b4005,ECK3997
b0523,purE
b0523,ade3
b0523,ade
b0523,Pur2
b0523,ade(f)
b0523,EG10793
b0523,ECK0516
b2312,purF
b2312,EG10794
b2312,ECK2306
b2312,purC
b2312,ade
b4006,purH
b4006,ECK3998
b4006,EG10795
b0522,purK
b0522,purE2
b0522,ECK0515
b0522,EG10796
b2557,purL
b2557,ECK2555
b2557,EG10797
b2557,purI
b2499,purM
b2499,EG10798
b2499,ECK2495
b2499,purI
b2499,purG
b2500,purN
b2500,ade
b2500,ade(c)
b2500,ECK2496
b2500,EG10799
b1658,purR
b1658,ECK1654
b1658,EG10800
b1014,putA
b1014,EG10801
b1014,ECK1005
b1014,poaA
b1014,putC
b1015,putP
b1015,ECK1006
b1015,EG10802
b1015,putC
b1854,pykA
b1854,EG10803
b1854,ECK1855
b1676,pykF
b1676,EG10804
b1676,ECK1672
b4245,pyrB
b4245,ECK4240
b4245,EG10805
b1062,pyrC
b1062,EG10806
b1062,ECK1047
b0945,pyrD
b0945,ECK0936
b0945,EG10807
b3642,pyrE
b3642,ECK3632
b3642,EG10808
b1281,pyrF
b1281,EG10809
b1281,ECK1276
b2780,pyrG
b2780,ECK2774
b2780,EG10810
b4244,pyrI
b4244,EG10811
b4244,ECK4239
b0405,queA
b0405,ECK0399
b0405,tsaA
b0405,EG10812
b1351,racC
b1351,EG10813
b1351,sbcA
b1351,ECK1348
b3749,rbsA
b3749,ECK3743
b3749,EG10814
b3749,rbsT
b3749,rbsP
b3751,rbsB
b3751,rbsP
b3751,ECK3745
b3751,EG10815
b3751,prlB
b3750,rbsC
b3750,ECK3744
b3750,rbsT
b3750,rbsP
b3750,EG10816
b3748,rbsD
b3748,ECK3742
b3748,rbsP
b3748,EG10817
b3752,rbsK
b3752,EG10818
b3752,ECK3746
b3753,rbsR
b3753,ECK3747
b3753,EG10819
b1951,rcsA
b1951,ECK1949
b1951,EG10820
b1951,cpsR
b2217,rcsB
b2217,EG10821
b2217,ECK2210
b2218,rcsC
b2218,EG10822
b2218,ECK2211
b2699,recA
b2699,rnmB
b2699,srf
b2699,recH
b2699,lexB
b2699,tif
b2699,umuB
b2699,zab
b2699,EG10823
b2699,ECK2694
b2820,recB
b2820,ior
b2820,rorA
b2820,ECK2816
