locus_tag,gene_name,start,end,strand
b3070,nfeF,3215727,3216491,-1
b3071,nfeR,3216779,3217402,1
b3072,aer,3217556,3219076,-1
b3073,patA,3219494,3220873,1
b3074,ygjH,3220915,3221247,-1
b3075,ebgR,3221466,3222449,1
b3076,ebgA,3222633,3225725,1
b3077,ebgC,3225722,3226171,1
b3078,ygjI,3226234,3227667,1
b3079,ygjJ,3227801,3228871,1
b3080,ygjK,3228888,3231239,1
b3081,fadH,3231665,3233683,1
b3082,higA,3233728,3234144,-1
b3083,higB,3234141,3234455,-1
b3084,rlmG,3234739,3235875,-1
b3085,ygjP,3235960,3236463,1
b3086,ygjQ,3236540,3237232,1
b3087,ygjR,3237311,3238297,1
b3088,alx,3238580,3239545,1
b3089,sstT,3239944,3241188,1
b3090,ygjV,3241193,3241744,-1
b3091,uxaA,3241827,3243314,-1
b3092,uxaC,3243329,3244741,-1
b3093,exuT,3245224,3246522,1
b3094,exuR,3246652,3247428,1
b3095,yqjA,3247773,3248435,1
b3096,mzrA,3248439,3248822,1
b3097,yqjC,3248969,3249337,1
b3098,yqjD,3249375,3249680,1
b3099,yqjE,3249683,3250087,1
b3100,yqjK,3250077,3250376,1
b3101,yqjF,3250562,3250954,1
b3102,yqjG,3251024,3252010,1
b3103,yhaH,3252304,3252669,1
b3104,yhaI,3252911,3253267,1
b3105,yhaJ,3253318,3254214,-1
b3106,yhaK,3254319,3255020,1
b3107,yhaL,3255043,3255207,1
b4470,cyuA,3255341,3256651,-1
b3110,cyuP,3256679,3258010,-1
b4471,tdcG,3258285,3259649,-1
b3113,tdcF,3259721,3260110,-1
b3114,tdcE,3260124,3262418,-1
b3115,tdcD,3262452,3263660,-1
b3116,tdcC,3263686,3265017,-1
b3117,tdcB,3265039,3266028,-1
b3118,tdcA,3266127,3267065,-1
b3119,tdcR,3267380,3267598,1
b3120,yhaB,3267854,3268393,1
b3121,yhaC,3268415,3269602,1
b3124,garK,3270625,3271770,-1
b3125,garR,3271867,3272751,-1
b3126,garL,3272787,3273557,-1
b3127,garP,3273573,3274907,-1
b3128,garD,3275282,3276853,1
b3129,prlF,3277002,3277337,1
b3130,yhaV,3277337,3277801,1
b3131,agaR,3277856,3278665,-1
b3132,kbaZ,3278914,3280194,1
b3133,agaV,3280217,3280690,1
b3134,agaW,3280701,3281102,1
b3135,agaA,3281122,3281625,1
b3136,agaS,3281976,3283130,1
b3137,kbaY,3283143,3284003,1
b3138,agaB,3284170,3284646,1
b3139,agaC,3284685,3285488,1
b3140,agaD,3285478,3286269,1
b3141,agaI,3286270,3287025,1
b3142,yraH,3287426,3288010,1
b3143,yraI,3288090,3288785,1
b3144,yraJ,3288814,3291330,1
b3145,yraK,3291341,3292432,1
b3146,rsmI,3292475,3293335,-1
b3147,lpoA,3293400,3295436,1
b3148,yraN,3295394,3295789,1
b3149,diaA,3295809,3296399,1
b3150,yraP,3296409,3296984,1
b3151,yraQ,3297098,3298138,-1
b3152,yraR,3298211,3298846,-1
b3153,yhbO,3298974,3299492,1
b3154,yhbP,3299472,3299915,-1
b3155,yhbQ,3299966,3300268,1
b3156,yhbS,3300255,3300758,-1
b3157,yhbT,3300752,3301276,-1
b3158,yhbU,3301485,3302480,1
b3159,yhbV,3302489,3303367,1
b3160,yhbW,3303448,3304455,1
b3161,mtr,3304573,3305817,-1
b3162,deaD,3305971,3307860,-1
b4685,yrbN,3307853,3307933,-1
b3163,nlpI,3308040,3308924,-1
b3164,pnp,3309033,3311168,-1
b3165,rpsO,3311415,3311684,-1
b3166,truB,3311833,3312777,-1
b3167,rbfA,3312777,3313178,-1
b3168,infB,3313342,3316014,-1
b3169,nusA,3316039,3317526,-1
b3170,rimP,3317554,3318006,-1
b3172,argG,3318637,3319980,1
b3173,yhbX,3319988,3321613,-1
b3175,secG,3322173,3322505,-1
b3176,glmM,3322733,3324070,-1
b3177,folP,3324063,3324911,-1
b3178,ftsH,3325001,3326935,-1
b3179,rlmE,3327035,3327664,-1
b3180,yhbY,3327790,3328083,1
b3181,greA,3328239,3328715,-1
b3182,dacB,3328963,3330396,1
b3183,obgE,3330582,3331754,-1
b3184,yhbE,3331770,3332735,-1
b3185,rpmA,3332862,3333119,-1
b3186,rplU,3333140,3333451,-1
b3187,ispB,3333710,3334681,1
b3188,sfsB,3334909,3335187,1
b3189,murA,3335235,3336494,-1
b3190,ibaG,3336549,3336803,-1
b3191,mlaB,3336963,3337256,-1
b3192,mlaC,3337256,3337891,-1
b3193,mlaD,3337910,3338461,-1
b3194,mlaE,3338466,3339248,-1
b3195,mlaF,3339256,3340065,-1
b3196,yrbG,3340275,3341252,1
b3197,kdsD,3341266,3342252,1
b3198,kdsC,3342273,3342839,1
b3199,lptC,3342836,3343411,1
b3200,lptA,3343380,3343937,1
b3201,lptB,3343944,3344669,1
b3202,rpoN,3344717,3346150,1
b3203,hpf,3346173,3346460,1
b3204,ptsN,3346578,3347069,1
b3205,rapZ,3347115,3347969,1
b3206,npr,3347966,3348238,1
b3207,yrbL,3348452,3349084,1
b3208,mtgA,3349081,3349809,-1
b3209,elbB,3349806,3350459,-1
b3210,arcB,3350689,3353025,-1
b3211,yhcC,3353121,3354050,-1
b3212,gltB,3354725,3359185,1
b3213,gltD,3359198,3360616,1
b3214,gltF,3361176,3361940,1
b3215,yhcA,3362112,3362786,1
b3216,yhcD,3362807,3365188,1
b4569,yhcE,3365185,3365555,1
b3218,insH-10,3365702,3366718,-1
b3219,yhcF,3366926,3367642,1
b3220,yhcG,3367827,3368954,1
b3221,yhcH,3369014,3369478,-1
b3222,nanK,3369475,3370350,-1
b3223,nanE,3370347,3371036,-1
b3224,nanT,3371084,3372574,-1
b3225,nanA,3372683,3373576,-1
b3226,nanR,3373698,3374489,-1
b3227,dcuD,3374869,3376236,1
b3228,sspB,3376279,3376776,-1
b3229,sspA,3376782,3377420,-1
b3230,rpsI,3377815,3378207,-1
b3231,rplM,3378223,3378651,-1
b3232,zapE,3378870,3379997,-1
b3233,yhcB,3380191,3380589,1
b3234,degQ,3380743,3382110,1
b3235,degS,3382200,3383267,1
b3236,mdh,3383330,3384268,-1
b3237,argR,3384703,3385173,1
b3238,yhcN,3385538,3385801,1
b3239,yhcO,3385857,3386129,-1
b3240,aaeB,3386221,3388188,-1
b3241,aaeA,3388194,3389126,-1
b3242,aaeX,3389134,3389337,-1
b3243,aaeR,3389520,3390449,1
b3244,tldD,3390583,3392028,-1
b4472,yhdP,3392458,3396258,-1
b3247,rng,3396326,3397795,-1
b3248,yhdE,3397785,3398378,-1
b3249,mreD,3398387,3398875,-1
b3250,mreC,3398875,3399978,-1
b3251,mreB,3400044,3401087,-1
b3252,csrD,3401392,3403332,-1
b3253,yhdH,3403484,3404458,1
b3255,accB,3405436,3405906,1
b3256,accC,3405917,3407266,1
b3257,yhdT,3407375,3407617,1
b3258,panF,3407607,3409058,1
b3259,prmA,3409070,3409951,1
b3260,dusB,3410280,3411245,1
b3261,fis,3411271,3411567,1
b3262,yhdJ,3411653,3412537,1
b3263,yhdU,3412621,3412800,1
b3264,envR,3412803,3413465,-1
b3265,acrE,3413864,3415021,1
b3266,acrF,3415033,3418137,1
b3267,yhdV,3418390,3418611,1
b3268,yhdW,3419042,3420066,1
b3269,yhdX,3420134,3421315,1
b3270,yhdY,3421325,3422428,1
b3271,yhdZ,3422436,3423194,1
b3279,yrdA,3429236,3429790,1
b3280,yrdB,3429766,3430023,-1
b3281,aroE,3430020,3430838,-1
b3282,tsaC,3430843,3431415,-1
b3283,yrdD,3431420,3431962,-1
b3284,smg,3431991,3432464,-1
b4473,smf,3432436,3433560,-1
b3287,def,3433690,3434199,1
b3288,fmt,3434214,3435161,1
b3289,rsmB,3435207,3436496,1
b3290,trkA,3436518,3437894,1
b3291,mscL,3438024,3438434,1
b4550,arfA,3438431,3438649,-1
b3292,zntR,3438705,3439130,-1
b3293,yhdN,3439141,3439509,-1
b3294,rplQ,3439616,3439999,-1
b3295,rpoA,3440040,3441029,-1
b3296,rpsD,3441055,3441675,-1
b3297,rpsK,3441709,3442098,-1
b3298,rpsM,3442115,3442471,-1
b3299,rpmJ,3442618,3442734,-1
b3300,secY,3442766,3444097,-1
b3301,rplO,3444105,3444539,-1
b3302,rpmD,3444543,3444722,-1
b3303,rpsE,3444726,3445229,-1
b3304,rplR,3445244,3445597,-1
b3305,rplF,3445607,3446140,-1
b3306,rpsH,3446153,3446545,-1
b3307,rpsN,3446579,3446884,-1
b3308,rplE,3446899,3447438,-1
b3309,rplX,3447453,3447767,-1
b3310,rplN,3447778,3448149,-1
b3311,rpsQ,3448314,3448568,-1
b3312,rpmC,3448568,3448759,-1
b3313,rplP,3448759,3449169,-1
b3314,rpsC,3449182,3449883,-1
b3315,rplV,3449901,3450233,-1
b3316,rpsS,3450248,3450526,-1
b3317,rplB,3450543,3451364,-1
b3318,rplW,3451382,3451684,-1
b3319,rplD,3451681,3452286,-1
b3320,rplC,3452297,3452926,-1
b3321,rpsJ,3452959,3453270,-1
b3322,gspB,3453508,3453927,-1
b3323,gspA,3453929,3455398,-1
b3324,gspC,3455578,3456393,1
b3325,gspD,3456377,3458329,1
b3326,gspE,3458339,3459820,1
b3327,gspF,3459817,3461013,1
b3328,gspG,3461023,3461460,1
b3329,gspH,3461468,3461977,1
b3330,gspI,3461974,3462351,1
b3331,gspJ,3462344,3462931,1
b3332,gspK,3462924,3463907,1
b3333,gspL,3463922,3465085,1
b3334,gspM,3465082,3465543,1
b3335,gspO,3465543,3466220,1
b3336,bfr,3466249,3466725,-1
b3337,bfd,3466797,3466991,-1
b3338,chiA,3467160,3469853,-1
b3339,tufA,3470145,3471329,-1
b3340,fusA,3471400,3473514,-1
b3341,rpsG,3473542,3474081,-1
b3342,rpsL,3474178,3474552,-1
b3343,tusB,3474678,3474965,-1
b3344,tusC,3474973,3475332,-1
b3345,tusD,3475332,3475718,-1
b3346,yheO,3475718,3476440,-1
b3347,fkpA,3476607,3477419,-1
b3348,slyX,3477640,3477858,1
b3349,slyD,3477907,3478497,-1
b4551,yheV,3478592,3478792,-1
b3350,kefB,3478802,3480607,-1
b3351,kefG,3480607,3481161,-1
b3352,yheS,3481289,3483202,1
b3353,yheT,3483202,3484224,1
b3354,yheU,3484218,3484436,1
b3355,prkB,3484490,3485359,1
b3356,yhfA,3485414,3485818,-1
b3357,crp,3486120,3486752,1
b3358,yhfK,3486791,3488893,1
b3359,argD,3488960,3490180,-1
b3360,pabA,3490266,3490829,-1
b3361,fic,3490861,3491463,-1
b3362,yhfG,3491453,3491620,-1
b3363,ppiA,3491725,3492297,-1
b3364,tsgA,3492568,3493749,1
b3365,nirB,3494011,3496554,1
b3366,nirD,3496551,3496877,1
b3367,nirC,3497003,3497809,1
b3368,cysG,3497828,3499201,1
b3369,yhfL,3499448,3499615,1
b3370,frlA,3499910,3501247,1
b3371,frlB,3501268,3502290,1
b4474,frlC,3502340,3503170,1
b3374,frlD,3503167,3503952,1
b3375,frlR,3504052,3504783,1
b3376,yhfS,3504935,3506020,-1
b3377,yhfT,3506032,3507336,-1
b3378,yhfU,3507348,3507701,-1
b3379,php,3507712,3508590,-1
b3380,yhfW,3508587,3509813,-1
b3381,yhfX,3509813,3510976,-1
b3382,yhfY,3511060,3511422,-1
b3383,yhfZ,3511439,3512344,-1
b3384,trpS,3512634,3513638,-1
b3385,gph,3513631,3514389,-1
b3386,rpe,3514382,3515059,-1
b3387,dam,3515077,3515913,-1
b3388,damX,3516020,3517306,-1
b3389,aroB,3517398,3518486,-1
b3390,aroK,3518543,3519064,-1
b3391,hofQ,3519465,3520703,-1
b3392,hofP,3520615,3521019,-1
b3393,hofO,3521009,3521449,-1
b3394,hofN,3521433,3521972,-1
b3395,hofM,3521972,3522751,-1
b3396,mrcA,3522871,3525423,1
b3397,nudE,3525589,3526149,-1
b3398,igaA,3526469,3528604,1
b3399,yrfG,3528669,3529337,1
b3400,hslR,3529348,3529749,1
b3401,hslO,3529774,3530652,1
b3402,yhgE,3530715,3532439,-1
b3403,pck,3532818,3534440,1
b3404,envZ,3534516,3535868,-1
b3405,ompR,3535865,3536584,-1
b3406,greB,3536812,3537288,1
b3407,yhgF,3537385,3539706,1
b3408,feoA,3540163,3540390,1
b3409,feoB,3540407,3542728,1
b3410,feoC,3542728,3542964,1
b3411,rpnA,3543167,3544045,1
b3412,bioH,3544074,3544844,-1
b3413,yhgH,3544882,3545565,1
b3414,nfuA,3545624,3546199,1
b3415,gntT,3546559,3547875,1
b3416,malQ,3547986,3550070,-1
b3417,malP,3550080,3552473,-1
b3418,malT,3553085,3555790,1
b4475,rtcA,3555833,3556849,-1
b3421,rtcB,3556853,3558079,-1
b3422,rtcR,3558268,3559866,1
b3423,glpR,3559848,3560605,-1
b3424,glpG,3560622,3561452,-1
b3425,glpE,3561497,3561823,-1
b3426,glpD,3562013,3563518,1
b3427,yzgL,3563724,3564005,-1
b3428,glgP,3564134,3566581,-1
b3429,glgA,3566600,3568033,-1
b3430,glgC,3568033,3569328,-1
b3431,glgX,3569346,3571319,-1
b3432,glgB,3571316,3573502,-1
b3433,asd,3573775,3574878,-1
b3434,yhgN,3575071,3575664,1
b4476,gntU,3575721,3577061,-1
b3437,gntK,3577065,3577592,-1
b3438,gntR,3577731,3578726,-1
b3439,yhhW,3578950,3579645,-1
b3440,yhhX,3579768,3580805,-1
b3441,yhhY,3581138,3581626,1
b3442,yhhZ,3581863,3583041,1
b3443,yrhA,3583038,3583427,1
b3444,insA-6,3583483,3583758,1
b3445,insB-6,3583677,3584180,1
b4612,yrhD,3584404,3584559,1
b3446,yrhB,3584759,3585043,1
b3447,ggt,3585081,3586823,-1
b3448,yhhA,3586943,3587383,1
b3449,ugpQ,3587370,3588113,-1
b3450,ugpC,3588110,3589180,-1
b3451,ugpE,3589182,3590027,-1
b3452,ugpA,3590024,3590911,-1
b3453,ugpB,3591009,3592325,-1
b3454,livF,3592724,3593437,-1
b3455,livG,3593439,3594206,-1
b3456,livM,3594203,3595480,-1
b3457,livH,3595477,3596403,-1
b3458,livK,3596451,3597560,-1
b3459,panZ,3597984,3598367,1
b3460,livJ,3598555,3599658,-1
b3461,rpoH,3599929,3600783,-1
b3462,ftsX,3601028,3602086,-1
b3463,ftsE,3602079,3602747,-1
b3464,ftsY,3602750,3604243,-1
b3465,rsmD,3604393,3604989,1
b3466,yhhL,3604979,3605248,1
b3467,yhhM,3605251,3605610,-1
b3468,yhhN,3605751,3606377,1
b3469,zntA,3606451,3608649,1
b3470,tusA,3608751,3608996,-1
b3471,yhhQ,3609217,3609882,1
b3472,dcrB,3609955,3610512,1
b3473,yhhS,3610516,3611733,-1
b3474,yhhT,3611865,3612914,1
b3475,acpT,3612969,3613556,1
b3476,nikA,3613667,3615241,1
b3477,nikB,3615241,3616185,1
b3478,nikC,3616182,3617015,1
b3479,nikD,3617015,3617779,1
b3480,nikE,3617776,3618582,1
b3481,nikR,3618588,3618989,1
b3482,rhsB,3619192,3623427,1
b3483,yhhH,3623399,3623782,1
b3484,yhhI,3624378,3625514,1
b3485,yhhJ,3625679,3626803,-1
b3486,rbbA,3626803,3629538,-1
b3487,yhiI,3629535,3630602,-1
b3488,yhiJ,3630968,3632590,-1
b4660,yhiL,3632852,3634458,-1
b3491,yhiM,3634841,3635893,1
b3492,yhiN,3636208,3637410,-1
b3493,pitA,3637642,3639141,1
b3494,uspB,3639385,3639720,-1
b3495,uspA,3640111,3640545,1
b3496,dtpB,3640862,3642331,1
b3497,rsmJ,3642380,3643132,-1
b3498,prlC,3643140,3645182,-1
b3499,rlmJ,3645385,3646227,1
b3500,gor,3646299,3647651,1
b4613,dinQ,3647705,3647788,-1
b3501,arsR,3648528,3648881,1
b3502,arsB,3648935,3650224,1
b3503,arsC,3650237,3650662,1
b3504,yhiS,3651291,3652036,1
b3505,insH-11,3652182,3653198,-1
b3506,slp,3653961,3654527,1
b3507,dctR,3654683,3655213,1
b3508,yhiD,3655255,3655902,-1
b3509,hdeB,3655966,3656292,-1
b3510,hdeA,3656408,3656740,-1
b3511,hdeD,3656995,3657567,1
b3512,gadE,3658366,3658893,1
b3513,mdtE,3659232,3660389,1
b3514,mdtF,3660414,3663527,1
b3515,gadW,3663890,3664618,-1
b3516,gadX,3664986,3665810,-1
b3517,gadA,3666180,3667580,-1
b3518,ccp,3667791,3669188,-1
b3519,treF,3669592,3671241,1
b3520,yhjB,3671292,3671894,-1
b3521,yhjC,3672414,3673313,1
b3522,yhjD,3673362,3674375,1
b3523,yhjE,3674786,3676108,1
b3524,yhjG,3676290,3678350,-1
b3525,pdeH,3678420,3679187,-1
b3526,kdgK,3679419,3680348,1
b3527,yhjJ,3680444,3681940,-1
b3528,dctA,3682161,3683447,-1
b3529,pdeK,3683630,3685618,-1
b3530,bcsC,3685700,3689173,-1
b3531,bcsZ,3689155,3690261,-1
b3532,bcsB,3690268,3692607,-1
b3533,bcsA,3692618,3695236,-1
b3534,bcsQ,3695233,3695985,-1
b3535,yhjR,3695997,3696185,-1
b3536,bcsE,3696458,3698029,1
b3537,bcsF,3698026,3698217,1
b3538,bcsG,3698214,3699893,1
b4453,ldrD,3699980,3700087,-1
b3539,yhjV,3700563,3701834,1
b3540,dppF,3701864,3702868,-1
b3541,dppD,3702865,3703848,-1
b3542,dppC,3703859,3704761,-1
b3543,dppB,3704771,3705790,-1
b3544,dppA,3706098,3707705,-1
b3546,eptB,3708784,3710475,-1
b3547,yhjX,3710799,3712007,-1
b3548,yhjY,3712236,3712934,-1
b3549,tag,3713092,3713655,1
b3550,yiaC,3713652,3714092,1
b3551,bisC,3714061,3716394,-1
b3552,yiaD,3716547,3717206,1
b3553,ghrB,3717310,3718284,1
b3554,yiaF,3718334,3719044,-1
b3555,yiaG,3719478,3719768,1
b3556,cspA,3720049,3720261,1
b4455,hokA,3720448,3720600,-1
b3557,insJ,3720680,3721201,1
b3558,insK,3721198,3722049,1
b3559,glyS,3722328,3724397,-1
b3560,glyQ,3724407,3725318,-1
b4553,ysaB,3725413,3725712,-1
b3561,wecH,3725887,3726882,1
b3562,yiaA,3726924,3727361,-1
b3563,yiaB,3727407,3727748,-1
b3564,xylB,3727917,3729371,-1
b3565,xylA,3729443,3730765,-1
b3566,xylF,3731131,3732123,1
b3567,xylG,3732201,3733742,1
b3568,xylH,3733720,3734901,1
b3569,xylR,3734979,3736157,1
b3570,bax,3736353,3737177,-1
b3571,malS,3737497,3739527,1
b3572,avtA,3739705,3740958,1
b3573,ysaA,3741109,3741582,-1
b3574,yiaJ,3741684,3742532,-1
b3575,yiaK,3742733,3743731,1
b3576,yiaL,3743743,3744210,1
b3577,yiaM,3744328,3744801,1
b3578,yiaN,3744804,3746081,1
b3579,yiaO,3746094,3747080,1
b3580,lyxK,3747084,3748580,1
b3581,sgbH,3748577,3749239,1
b3582,sgbU,3749232,3750092,1
b3583,sgbE,3750086,3750781,1
b3584,yiaT,3751128,3751868,-1
b3585,yiaU,3751992,3752966,1
b3586,yiaV,3752963,3754099,-1
b3587,yiaW,3754105,3754428,-1
b3588,aldB,3754973,3756511,-1
b3589,yiaY,3756676,3757827,-1
b3590,selB,3758017,3759861,-1
b3591,selA,3759858,3761249,-1
b3592,yibF,3761347,3761955,-1
b3593,rhsA,3762183,3766316,1
b3594,yibA,3766337,3767179,1
b3595,yibJ,3767221,3767922,1
b3596,yibG,3768177,3768638,1
b4650,yibS,3768639,3768890,1
b4615,yibV,3769345,3769680,1
b3597,yibH,3770243,3771379,-1
b3598,yibI,3771382,3771744,-1
b3599,mtlA,3772281,3774194,1
b3600,mtlD,3774424,3775572,1
b3601,mtlR,3775572,3776159,1
b4554,yibT,3776171,3776380,-1
b3602,yibL,3776665,3777027,1
b3603,lldP,3777399,3779054,1
b3604,lldR,3779054,3779830,1
b3605,lldD,3779827,3781017,1
b3606,trmL,3781215,3781688,1
b3607,cysE,3781741,3782562,-1
b3608,gpsA,3782642,3783661,-1
b3609,secB,3783661,3784128,-1
b3610,grxC,3784191,3784442,-1
b3611,yibN,3784584,3785015,-1
b3612,gpmM,3785260,3786804,1
b3613,envC,3786838,3788097,1
b3614,yibQ,3788101,3789060,1
b3615,waaH,3789047,3790081,-1
b3616,tdh,3790320,3791345,-1
b3617,kbl,3791355,3792551,-1
b3618,htrL,3792826,3793683,-1
b3619,rfaD,3793987,3794919,1
b3620,waaF,3794929,3795975,1
b3621,waaC,3795979,3796938,1
b3622,waaL,3796948,3798207,1
b3623,waaU,3798239,3799312,-1
b3624,waaZ,3799345,3800196,-1
b3625,waaY,3800267,3800965,-1
b3626,waaJ,3800983,3801999,-1
b3627,waaO,3802039,3803058,-1
b3628,waaB,3803058,3804137,-1
b3629,waaS,3804181,3805116,-1
b3630,waaP,3805153,3805950,-1
b3631,waaG,3805943,3807067,-1
b3632,waaQ,3807064,3808098,-1
b3633,waaA,3808540,3809817,1
b3634,coaD,3809825,3810304,1
b3635,mutM,3810343,3811152,-1
b3636,rpmG,3811250,3811417,-1
b3637,rpmB,3811438,3811674,-1
b3638,yicR,3811891,3812559,-1
b3639,dfp,3812731,3813951,1
b3640,dut,3813932,3814387,1
b3641,slmA,3814494,3815090,1
b3642,pyrE,3815127,3815768,-1
b3643,rph,3815863,3816549,-1
b3644,yicC,3816676,3817539,1
b3645,dinD,3817760,3818584,1
b3646,yicG,3818874,3819491,1
b3647,ligB,3819488,3821170,-1
b3648,gmk,3821428,3822051,1
b3649,rpoZ,3822106,3822381,1
b3650,spoT,3822400,3824508,1
b3651,trmH,3824515,3825204,1
b3652,recG,3825210,3827291,1
b3653,gltS,3827460,3828665,-1
b3654,xanP,3828945,3830336,1
b3655,yicH,3830457,3832166,1
b3656,yicI,3832219,3834537,-1
b3657,yicJ,3834547,3835929,-1
b3659,setC,3836953,3838137,1
b3660,yicL,3838248,3839171,1
b3661,nlpA,3839175,3839993,-1
b4555,yicS,3840215,3840508,1
b3662,nepI,3840549,3841739,-1
b3663,yicN,3841950,3842402,-1
b3664,adeQ,3842455,3843789,-1
b3665,adeD,3843964,3845730,1
b3666,uhpT,3845776,3847167,-1
b3667,uhpC,3847305,3848624,-1
b3668,uhpB,3848634,3850136,-1
b3669,uhpA,3850136,3850726,-1
b3670,ilvN,3850802,3851092,-1
b3671,ilvB,3851096,3852784,-1
b3672,ivbL,3852890,3852988,-1
b4618,tisB,3853553,3853642,1
b3673,emrD,3853922,3855106,1
b3674,yidF,3855114,3855611,-1
b3675,yidG,3855608,3855970,-1
b3676,yidH,3855960,3856307,-1
b3677,yidI,3856415,3856864,1
b3678,yidJ,3856911,3858404,-1
b3679,yidK,3858401,3860116,-1
b3680,yidL,3860283,3861176,1
b3681,glvG,3861349,3861987,-1
b3682,glvB,3861987,3862472,-1
b3683,glvC,3862497,3863603,-1
b3684,yidP,3863899,3864615,1
b3685,yidE,3864612,3866273,-1
b3686,ibpB,3866469,3866897,-1
b3687,ibpA,3867009,3867422,-1
b3688,yidQ,3867728,3868060,1
b3689,yidR,3868062,3869309,-1
b3690,cbrA,3869377,3870441,1
b3691,dgoT,3870438,3871730,-1
b4478,dgoD,3871850,3872998,-1
b4477,dgoA,3872995,3873612,-1
b3693,dgoK,3873596,3874474,-1
b4479,dgoR,3874471,3875160,-1
b3696,yidX,3875438,3876094,1
b3697,yidA,3876140,3876952,-1
b3698,yidB,3877067,3877465,-1
b3699,gyrB,3877705,3880119,-1
b3700,recF,3880148,3881221,-1
b3701,dnaN,3881221,3882321,-1
b3702,dnaA,3882326,3883729,-1
b4757,ysdD,3884026,3884106,1
b3703,rpmH,3884336,3884476,1
b3704,rnpA,3884493,3884852,1
b4557,yidD,3884816,3885073,1
b3705,yidC,3885076,3886722,1
b3706,mnmE,3886828,3888192,1
b3707,tnaC,3888435,3888509,1
b3708,tnaA,3888730,3890145,1
b3709,tnaB,3890236,3891483,1
b3710,mdtL,3891615,3892790,1
b3711,yidZ,3892765,3893724,1
b3712,yieE,3893881,3894630,1
b3713,yieF,3894652,3895218,1
b3714,adeP,3895272,3896609,-1
b3715,yieH,3896774,3897439,1
b3716,cbrB,3897506,3897973,1
b3717,cbrC,3898022,3898609,1
b3718,yieK,3898671,3899393,-1
b3719,yieL,3899408,3900577,-1
b3720,bglH,3900604,3902220,-1
b3721,bglB,3902289,3903701,-1
b3722,bglF,3903720,3905597,-1
b3723,bglG,3905731,3906567,-1
b3724,phoU,3906853,3907578,-1
b3725,pstB,3907593,3908366,-1
b3726,pstA,3908549,3909439,-1
b3727,pstC,3909439,3910398,-1
b3728,pstS,3910485,3911525,-1
b3729,glmS,3911839,3913668,-1
b3730,glmU,3913830,3915200,-1
b3731,atpC,3915553,3915972,-1
b3732,atpD,3915993,3917375,-1
b3733,atpG,3917402,3918265,-1
b3734,atpA,3918316,3919857,-1
b3735,atpH,3919870,3920403,-1
b3736,atpF,3920418,3920888,-1
b3737,atpE,3920950,3921189,-1
b3738,atpB,3921236,3922051,-1
b3739,atpI,3922060,3922440,-1
b3740,rsmG,3923057,3923680,-1
b3741,mnmG,3923744,3925633,-1
b3742,mioC,3926012,3926455,-1
b3743,asnC,3926545,3927003,-1
b3744,asnA,3927155,3928147,1
b3745,viaA,3928152,3929603,-1
b3746,ravA,3929597,3931093,-1
b3747,kup,3931316,3933184,1
b3748,rbsD,3933351,3933770,1
b3749,rbsA,3933778,3935283,1
b3750,rbsC,3935288,3936253,1
b3751,rbsB,3936278,3937168,1
b3752,rbsK,3937294,3938223,1
b3753,rbsR,3938227,3939219,1
b3754,hsrA,3939185,3940612,-1
b3755,yieP,3940635,3941327,-1
b4480,hdfR,3947128,3947967,-1
b3764,maoP,3948086,3948424,1
b3765,yifB,3948449,3949969,-1
b3766,ilvL,3950322,3950420,1
b4669,ilvX,3950507,3950557,1
b4488,ilvG,3950560,3952204,1
b3769,ilvM,3952201,3952464,1
b3770,ilvE,3952484,3953413,1
b3771,ilvD,3953478,3955328,1
b3772,ilvA,3955331,3956875,1
b3773,ilvY,3956927,3957820,-1
b3774,ilvC,3957970,3959445,1
b3775,ppiC,3959532,3959813,-1
b3777,yifN,3960012,3960460,-1
b3778,rep,3960677,3962698,1
b3779,gpp,3962745,3964229,-1
b3780,rhlB,3964365,3965630,-1
b3781,trxA,3965761,3966090,1
b3782,rhoL,3966231,3966332,1
b3783,rho,3966417,3967676,1
b3784,rfe,3967916,3969019,1
b3785,wzzE,3969031,3970077,1
b3786,wecB,3970133,3971263,1
b3787,wecC,3971260,3972522,1
b3788,rffG,3972522,3973589,1
b3789,rffH,3973608,3974489,1
b3790,rffC,3974467,3975141,1
b3791,wecE,3975146,3976276,1
b3792,wzxE,3976278,3977528,1
b4481,rffT,3977525,3978604,1
b3793,wzyE,3978601,3979953,1
b3794,rffM,3979956,3980696,1
b3795,yifK,3980887,3982272,1
b3800,aslB,3982958,3984193,1
b3801,aslA,3984352,3986007,-1
b3802,hemY,3986686,3987882,-1
b3803,hemX,3987885,3989066,-1
b3804,hemD,3989088,3989828,-1
b3805,hemC,3989825,3990766,-1
b3806,cyaA,3991153,3993699,1
b3807,cyaY,3993739,3994059,-1
b3808,yzcX,3993850,3994335,1
b4558,yifL,3994522,3994725,1
b3809,dapF,3994762,3995586,1
b3810,yigA,3995583,3996290,1
b3811,xerC,3996287,3997183,1
b3812,yigB,3997183,3997899,1
b3813,uvrD,3997983,4000145,1
b4482,yigE,4000292,4001056,-1
b3816,corA,4001426,4002376,1
b3817,yigF,4002419,4002799,-1
b3818,yigG,4002813,4003193,-1
b3819,rarD,4003288,4004178,-1
b3820,yigI,4004230,4004697,-1
b3821,pldA,4004862,4005731,1
b3822,recQ,4005864,4007693,1
b3823,rhtC,4007757,4008377,1
b3824,rhtB,4008439,4009059,-1
b3825,pldB,4009170,4010192,1
b3826,yigL,4010200,4011000,1
